layer,neuron,n,mean_effect,mean_abs_effect,sign_consistency,examples
4,3574,1,0.003277705516666174,0.003277705516666174,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.003277705516666174}]"
13,2217,1,0.0032776726875454187,0.0032776726875454187,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0032776726875454187}]"
3,2641,3,-0.0032775391979763904,0.0032775391979763904,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003240262158215046}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.00411352701485157}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.0024788284208625555}]"
6,2123,1,-0.0032772989943623543,0.0032772989943623543,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0032772989943623543}]"
7,1078,1,0.0032759923487901688,0.0032759923487901688,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0032759923487901688}]"
12,4199,1,-0.0032751362305134535,0.0032751362305134535,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0032751362305134535}]"
12,962,1,0.003273682901635766,0.003273682901635766,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.003273682901635766}]"
13,3588,1,-0.003273668698966503,0.003273668698966503,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003273668698966503}]"
13,515,1,-0.0032733820844441652,0.0032733820844441652,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032733820844441652}]"
5,1274,1,-0.003272434463724494,0.003272434463724494,1.0,"[{""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.003272434463724494}]"
5,3520,1,0.003271845169365406,0.003271845169365406,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.003271845169365406}]"
7,1616,1,-0.0032717478461563587,0.0032717478461563587,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032717478461563587}]"
12,2013,1,-0.0032714861445128918,0.0032714861445128918,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0032714861445128918}]"
7,2943,1,0.003270801156759262,0.003270801156759262,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.003270801156759262}]"
12,3862,1,0.0032707403879612684,0.0032707403879612684,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0032707403879612684}]"
5,4018,1,-0.003270518034696579,0.003270518034696579,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003270518034696579}]"
8,3684,1,-0.003270365297794342,0.003270365297794342,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003270365297794342}]"
8,822,1,-0.003270231420174241,0.003270231420174241,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.003270231420174241}]"
7,2285,1,0.0032697180286049843,0.0032697180286049843,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0032697180286049843}]"
5,4593,1,-0.0032690095249563456,0.0032690095249563456,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032690095249563456}]"
6,4250,2,-0.003268857253715396,0.003268857253715396,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003324963850900531}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003212750656530261}]"
4,3029,2,0.0032671873923391104,0.0032671873923391104,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0029204103630036116}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.003613964421674609}]"
5,1615,1,0.003267161315307021,0.003267161315307021,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003267161315307021}]"
5,2436,1,0.003266875399276614,0.003266875399276614,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003266875399276614}]"
7,3920,1,-0.0032661440782248974,0.0032661440782248974,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032661440782248974}]"
8,1071,2,-0.003265233593992889,0.003265233593992889,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003001457080245018}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.00352901010774076}]"
5,623,1,-0.0032652043737471104,0.0032652043737471104,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032652043737471104}]"
5,4850,1,-0.003265015548095107,0.003265015548095107,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.003265015548095107}]"
6,3910,1,0.0032650039065629244,0.0032650039065629244,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0032650039065629244}]"
5,1291,1,0.00326498388312757,0.00326498388312757,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.00326498388312757}]"
4,3107,1,0.0032648188062012196,0.0032648188062012196,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032648188062012196}]"
10,1225,1,0.00326458434574306,0.00326458434574306,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.00326458434574306}]"
6,3491,1,-0.0032636048272252083,0.0032636048272252083,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032636048272252083}]"
2,965,2,-0.0011942120036110282,0.0032627336913719773,0.5,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0044569456949830055}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.002068521687760949}]"
9,1462,1,-0.0032626900356262922,0.0032626900356262922,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032626900356262922}]"
9,2885,1,0.0032621745485812426,0.0032621745485812426,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0032621745485812426}]"
3,4197,1,0.003261703997850418,0.003261703997850418,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003261703997850418}]"
11,4063,1,0.003260629717260599,0.003260629717260599,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003260629717260599}]"
12,572,1,-0.003258313052356243,0.003258313052356243,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003258313052356243}]"
10,3808,1,-0.0032579514663666487,0.0032579514663666487,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0032579514663666487}]"
4,387,1,0.003257935866713524,0.003257935866713524,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003257935866713524}]"
12,4547,2,-0.0032578378450125456,0.0032578378450125456,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0027173173148185015}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0037983583752065897}]"
7,771,1,-0.003257596166804433,0.003257596166804433,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003257596166804433}]"
10,232,1,0.0032564292196184397,0.0032564292196184397,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0032564292196184397}]"
8,3780,1,-0.0032559812534600496,0.0032559812534600496,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032559812534600496}]"
12,3152,1,0.0032553866039961576,0.0032553866039961576,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0032553866039961576}]"
9,1975,1,0.0032548957969993353,0.0032548957969993353,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032548957969993353}]"
6,682,2,0.0032548493472859263,0.0032548493472859263,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.003345576813444495}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0031641218811273575}]"
11,866,1,-0.003254777053371072,0.003254777053371072,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003254777053371072}]"
9,1570,1,-0.003254758659750223,0.003254758659750223,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003254758659750223}]"
8,4667,1,0.003254686016589403,0.003254686016589403,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003254686016589403}]"
3,563,1,0.003254680661484599,0.003254680661484599,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.003254680661484599}]"
6,1050,1,0.0032529858872294426,0.0032529858872294426,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032529858872294426}]"
0,171,2,0.003252454975154251,0.003252454975154251,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.0013741947477683425}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.005130715202540159}]"
12,3531,1,-0.00325213884934783,0.00325213884934783,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.00325213884934783}]"
12,2519,1,0.0032520468812435865,0.0032520468812435865,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032520468812435865}]"
9,2911,1,0.003251381916925311,0.003251381916925311,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003251381916925311}]"
7,2501,1,-0.0032508820295333862,0.0032508820295333862,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.0032508820295333862}]"
4,1815,1,0.0032508703880012035,0.0032508703880012035,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0032508703880012035}]"
6,2248,1,0.0032501481473445892,0.0032501481473445892,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0032501481473445892}]"
5,2290,1,0.003248975146561861,0.003248975146561861,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003248975146561861}]"
7,4666,1,-0.0032483073882758617,0.0032483073882758617,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.0032483073882758617}]"
6,2531,1,0.0032475595362484455,0.0032475595362484455,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0032475595362484455}]"
6,1244,1,-0.003247336484491825,0.003247336484491825,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.003247336484491825}]"
12,3034,1,-0.0032447839621454477,0.0032447839621454477,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0032447839621454477}]"
7,4172,1,0.003244419116526842,0.003244419116526842,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003244419116526842}]"
5,1434,1,-0.0032437434419989586,0.0032437434419989586,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032437434419989586}]"
0,1365,2,0.0032422017538920045,0.0032422017538920045,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.004882085602730513}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0016023179050534964}]"
3,2271,2,0.0002687693340703845,0.0032416131580248475,0.5,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.002972843823954463}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.003510382492095232}]"
4,2235,1,-0.0032405592501163483,0.0032405592501163483,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032405592501163483}]"
12,3524,1,-0.003240151097998023,0.003240151097998023,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.003240151097998023}]"
4,2738,1,-0.0032398244366049767,0.0032398244366049767,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032398244366049767}]"
5,1613,1,0.0032395937014371157,0.0032395937014371157,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032395937014371157}]"
4,2600,3,0.003239256717885534,0.003239256717885534,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.002823346061632037}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.003543656785041094}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003350767306983471}]"
10,4283,1,0.0032385247759521008,0.0032385247759521008,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032385247759521008}]"
6,2300,1,0.0032364779617637396,0.0032364779617637396,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032364779617637396}]"
10,2043,1,-0.003236321732401848,0.003236321732401848,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003236321732401848}]"
6,1362,1,0.003236146178096533,0.003236146178096533,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003236146178096533}]"
4,2897,1,-0.003235646290704608,0.003235646290704608,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003235646290704608}]"
8,312,2,-0.0006713130278512836,0.003235594485886395,0.5,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0025642814580351114}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0039069075137376785}]"
1,1619,5,0.0008214892353862524,0.0032352956477552652,0.6,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.004858703352510929}, {""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0028262180276215076}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003185541834682226}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.002848974196240306}]"
9,4344,1,-0.0032347948290407658,0.0032347948290407658,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0032347948290407658}]"
4,316,1,-0.0032347606029361486,0.0032347606029361486,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032347606029361486}]"
11,885,1,-0.003234710544347763,0.003234710544347763,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.003234710544347763}]"
8,2133,1,-0.0032335883006453514,0.0032335883006453514,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032335883006453514}]"
3,2380,1,-0.003233411116525531,0.003233411116525531,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003233411116525531}]"
8,3996,1,0.0032334032002836466,0.0032334032002836466,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0032334032002836466}]"
8,4117,1,-0.003233160823583603,0.003233160823583603,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003233160823583603}]"
10,1027,2,0.0004308822099119425,0.003231099573895335,0.5,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0028002173639833927}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0036619817838072777}]"
9,113,1,-0.0032310073729604483,0.0032310073729604483,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0032310073729604483}]"
7,2907,1,-0.0032301226165145636,0.0032301226165145636,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032301226165145636}]"
7,1523,1,0.003230009227991104,0.003230009227991104,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.003230009227991104}]"
12,2296,1,0.003229571506381035,0.003229571506381035,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003229571506381035}]"
8,3263,1,-0.0032290227245539427,0.0032290227245539427,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0032290227245539427}]"
10,1692,1,-0.0032290052622556686,0.0032290052622556686,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032290052622556686}]"
12,3092,1,-0.0032288916409015656,0.0032288916409015656,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032288916409015656}]"
8,2409,1,-0.0032288203947246075,0.0032288203947246075,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0032288203947246075}]"
9,1740,1,-0.003227687207981944,0.003227687207981944,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003227687207981944}]"
13,3669,1,0.0032271535601466894,0.0032271535601466894,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032271535601466894}]"
12,4708,2,-0.0007091298466548324,0.0032269625226035714,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.002517832675948739}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003936092369258404}]"
5,1224,1,-0.003226464381441474,0.003226464381441474,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003226464381441474}]"
5,3480,2,0.00036523689050227404,0.0032261478481814265,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0028609109576791525}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0035913847386837006}]"
8,96,3,-0.0013733007945120335,0.0032259955381353698,0.6666666666666666,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.003830862930044532}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003068081568926573}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0027790421154350042}]"
6,3696,1,-0.0032245523761957884,0.0032245523761957884,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032245523761957884}]"
11,768,1,0.0032242233864963055,0.0032242233864963055,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032242233864963055}]"
11,993,1,0.003223908133804798,0.003223908133804798,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003223908133804798}]"
5,1115,2,0.0032225968316197395,0.0032225968316197395,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0031878117006272078}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.0032573819626122713}]"
11,3898,2,-0.0032213896047323942,0.0032213896047323942,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0023958017118275166}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.004046977497637272}]"
12,4710,1,-0.003221092512831092,0.003221092512831092,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003221092512831092}]"
3,997,1,0.0032199097331613302,0.0032199097331613302,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.0032199097331613302}]"
6,1792,1,0.0032198699191212654,0.0032198699191212654,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032198699191212654}]"
10,400,1,-0.0032196389511227608,0.0032196389511227608,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032196389511227608}]"
6,4300,1,-0.0032190843485295773,0.0032190843485295773,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032190843485295773}]"
8,4468,1,0.003218335099518299,0.003218335099518299,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.003218335099518299}]"
3,3893,1,-0.003217108780518174,0.003217108780518174,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.003217108780518174}]"
11,888,1,-0.003216488054022193,0.003216488054022193,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003216488054022193}]"
10,1434,1,0.00321626546792686,0.00321626546792686,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.00321626546792686}]"
3,3750,1,-0.0032158794347196817,0.0032158794347196817,1.0,"[{""suite"": ""text"", ""token"": "" Photos"", ""effect"": -0.0032158794347196817}]"
4,627,2,-0.0032149188918992877,0.0032149188918992877,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003081156639382243}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": -0.0033486811444163322}]"
8,570,1,0.003214915283024311,0.003214915283024311,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003214915283024311}]"
4,4200,2,0.0032147287856787443,0.0032147287856787443,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003192979609593749}, {""suite"": ""text"", ""token"": "" Exercise"", ""effect"": 0.0032364779617637396}]"
8,2567,1,-0.003213409101590514,0.003213409101590514,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003213409101590514}]"
7,4194,2,-0.00026279594749212265,0.0032130542676895857,0.5,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0034758502151817083}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.002950258320197463}]"
8,953,2,-0.0032128889579325914,0.0032128889579325914,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0029746820218861103}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.0034510958939790726}]"
12,3554,2,0.0032114579807966948,0.0032114579807966948,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0035180796403437853}, {""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0029048363212496042}]"
5,4273,1,0.0032103112898766994,0.0032103112898766994,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032103112898766994}]"
4,663,2,0.0032092483015730977,0.0032092483015730977,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0025006660725921392}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.003917830530554056}]"
10,3076,1,0.0032080532982945442,0.0032080532982945442,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032080532982945442}]"
5,3409,2,-0.003207764937542379,0.003207764937542379,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0036225970834493637}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.002792932791635394}]"
7,3110,1,0.0032076844945549965,0.0032076844945549965,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0032076844945549965}]"
10,4387,1,-0.0032075403723865747,0.0032075403723865747,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0032075403723865747}]"
10,3514,1,0.003207030240446329,0.003207030240446329,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.003207030240446329}]"
6,4015,1,-0.0032059415243566036,0.0032059415243566036,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": -0.0032059415243566036}]"
5,4564,1,0.0032054681796580553,0.0032054681796580553,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0032054681796580553}]"
12,4758,2,-0.003204951644875109,0.003204951644875109,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.002707985695451498}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.0037019175942987204}]"
1,4221,1,-0.00320469425059855,0.00320469425059855,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.00320469425059855}]"
7,502,1,-0.0032045417465269566,0.0032045417465269566,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032045417465269566}]"
11,4274,1,0.0032042379025369883,0.0032042379025369883,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0032042379025369883}]"
5,641,2,0.00036447227466851473,0.0032041064696386456,0.5,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0035685787443071604}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.002839634194970131}]"
9,2364,1,-0.0032028118148446083,0.0032028118148446083,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0032028118148446083}]"
3,792,1,0.003202360589057207,0.003202360589057207,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003202360589057207}]"
3,1664,2,0.0005804655374959111,0.0032020624494180083,0.5,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.002621596911922097}, {""suite"": ""text"", ""token"": "" Photos"", ""effect"": 0.0037825279869139194}]"
12,3396,1,-0.003202019724994898,0.003202019724994898,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003202019724994898}]"
11,1798,2,0.0005490665789693594,0.003201262792572379,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0026521962136030197}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0037503293715417385}]"
10,3452,1,0.0032002790831029415,0.0032002790831029415,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.0032002790831029415}]"
1,4227,5,0.0032002769876271486,0.0032002769876271486,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.00361391669139266}, {""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.002799813635647297}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0027993859257549047}, {""suite"": ""text"", ""token"": "" The"", ""effect"": 0.002783131320029497}]"
5,4435,2,-0.0003413259983062744,0.003200069535523653,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0035413955338299274}, {""suite"": ""math"", ""token"": "" The"", ""effect"": 0.0028587435372173786}]"
9,3625,1,0.003199734026566148,0.003199734026566148,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.003199734026566148}]"
12,428,1,-0.003199151251465082,0.003199151251465082,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": -0.003199151251465082}]"
12,678,1,0.003199073253199458,0.003199073253199458,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.003199073253199458}]"
5,4733,1,0.003199045080691576,0.003199045080691576,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003199045080691576}]"
6,4780,1,0.003199042519554496,0.003199042519554496,1.0,"[{""suite"": ""math"", ""token"": "" The"", ""effect"": 0.003199042519554496}]"
3,1045,3,-0.0031986366181323924,0.0031986366181323924,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0032898676581680775}, {""suite"": ""math"", ""token"": "" The"", ""effect"": -0.002851588651537895}, {""suite"": ""text"", ""token"": "" The"", ""effect"": -0.003454453544691205}]"
9,2808,1,0.003198373131453991,0.003198373131453991,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": 0.003198373131453991}]"
3,3781,1,-0.0031983153894543648,0.0031983153894543648,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0031983153894543648}]"
8,2871,1,-0.00319722481071949,0.00319722481071949,1.0,"[{""suite"": ""text"", ""token"": "" The"", ""effect"": -0.00319722481071949}]"
5,3682,1,0.0031971451826393604,0.0031971451826393604,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0031971451826393604}]"
12,3581,1,0.003194928402081132,0.003194928402081132,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.003194928402081132}]"
7,1962,2,-0.0031946224626153708,0.0031946224626153708,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0030947537161409855}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.003294491209089756}]"
12,3526,1,0.0031935228034853935,0.0031935228034853935,1.0,"[{""suite"": ""math"", ""token"": "" To"", ""effect"": 0.0031935228034853935}]"
4,3803,1,0.003192515578120947,0.003192515578120947,1.0,"[{""suite"": ""code"", ""token"": "" def"", ""effect"": 0.003192515578120947}]"
6,2281,1,0.0031920820474624634,0.0031920820474624634,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": 0.0031920820474624634}]"
4,724,1,0.0031919023022055626,0.0031919023022055626,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0031919023022055626}]"
6,4174,1,-0.0031915935687720776,0.0031915935687720776,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.0031915935687720776}]"
7,2230,1,-0.003191193798556924,0.003191193798556924,1.0,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": -0.003191193798556924}]"
1,1427,1,-0.0031903302296996117,0.0031903302296996117,1.0,"[{""suite"": ""code"", ""token"": "" Sure"", ""effect"": -0.0031903302296996117}]"
9,2874,2,0.0005642435280606151,0.0031902577029541135,0.5,"[{""suite"": ""code"", ""token"": "" The"", ""effect"": 0.0037545012310147285}, {""suite"": ""math"", ""token"": "" To"", ""effect"": -0.0026260141748934984}]"
