module,head,pair_role,A,B,C,D,trigger_B_minus_A,loss_A_minus_B,tbl_like_B_close_C,anomaly_B_not_A_not_C,n
mod.blocks.5.attn,5,muon<-muon,0.6624841264316014,0.0,0.6623778380453587,0.7872584462165833,-0.6624841264316014,0.6624841264316014,-0.6623778380453587,0.4388148034051322,17
mod.blocks.6.attn,0,muon<-electron,0.0,0.6618921756744385,0.6306089038650194,0.6568946063518524,0.6618921756744385,-0.6618921756744385,0.6306089038650194,0.02070615284015119,18
mod.blocks.5.attn,6,muon<-neutral_hadron,0.6465221643447876,0.0,0.524233897527059,0.439227394759655,-0.6465221643447876,0.6465221643447876,-0.524233897527059,0.3389288340520977,14
mod.blocks.1.attn,0,muon<-muon,0.0,0.6401215195655823,0.7549975112080574,0.328076034784317,0.6401215195655823,-0.6401215195655823,0.5252455279231072,0.07353459433178428,22
mod.blocks.1.attn,2,electron<-muon,0.6327554484208425,0.0,0.664626249245235,0.6244542300701141,-0.6327554484208425,0.6327554484208425,-0.664626249245235,0.42054588037343127,34
mod.blocks.1.attn,6,muon<-muon,0.6277463237444559,0.0,0.5316752344369888,0.4246174991130829,-0.6277463237444559,0.6277463237444559,-0.5316752344369888,0.3337571738437915,8
mod.cls_blocks.1.attn,6,CLS<-CLS,0.6149884514607392,0.0,0.0,0.0,-0.6149884514607392,0.6149884514607392,0.0,0.0,77
mod.cls_blocks.1.attn,5,CLS<-CLS,0.6045623745366528,0.0,0.0,0.0,-0.6045623745366528,0.6045623745366528,0.0,0.0,74
mod.blocks.0.attn,5,muon<-electron,0.6037063002586365,0.0,0.6862656772136688,0.0,-0.6037063002586365,0.6037063002586365,-0.6862656772136688,0.41430291298515165,17
mod.blocks.4.attn,7,muon<-muon,0.597066479069846,0.0,0.7541483399573337,0.8033232876232692,-0.597066479069846,0.597066479069846,-0.7541483399573337,0.45027669403469445,220
mod.blocks.5.attn,5,muon<-electron,0.5872219800949097,0.0,0.6899472177028656,0.5775627493858337,-0.5872219800949097,0.5872219800949097,-0.6899472177028656,0.40515217134045045,11
mod.blocks.6.attn,2,muon<-muon,0.586755613485972,0.0,0.8330590844154357,0.7966858386993408,-0.586755613485972,0.586755613485972,-0.8330590844154357,0.4888020941462412,16
mod.blocks.0.attn,2,muon<-electron,0.581416075428327,0.0,0.6802402528432699,0.7177333467536502,-0.581416075428327,0.581416075428327,-0.6802402528432699,0.39550261815650684,41
mod.blocks.6.attn,0,muon<-muon,0.566347062587738,0.0,0.6550379189161154,0.44504276911417645,-0.566347062587738,0.566347062587738,-0.6550379189161154,0.3709788012617269,17
mod.blocks.1.attn,6,electron<-muon,0.0,0.5651947259902954,0.43575217202305794,0.6516706943511963,0.5651947259902954,-0.5651947259902954,0.43575217202305794,0.07316024882099681,10
mod.blocks.5.attn,6,electron<-neutral_hadron,0.0,0.5411151647567749,0.4844661869786002,0.5243556598822275,0.5411151647567749,-0.5411151647567749,0.4844661869786002,0.030653620943739874,17
mod.blocks.0.attn,2,neutral_hadron<-electron,0.5339510341485342,0.0,0.5938358545303345,0.3812405467033386,-0.5339510341485342,0.5339510341485342,-0.5938358545303345,0.3170792686409506,15
mod.blocks.7.attn,4,electron<-muon,0.0,0.522422730922699,0.6105249464511872,0.6657222509384155,0.522422730922699,-0.522422730922699,0.4343205153942108,0.04602660003673301,7
mod.blocks.4.attn,6,electron<-muon,0.5051553845405579,0.0,0.5576734393835068,0.5439932346343994,-0.5051553845405579,0.5051553845405579,-0.5576734393835068,0.28171174071983085,9
mod.blocks.2.attn,6,muon<-muon,0.5038399696350098,0.0,0.6661278662227449,0.8497892618179321,-0.5038399696350098,0.5038399696350098,-0.6661278662227449,0.33562184389070165,24
mod.blocks.7.attn,5,muon<-muon,0.8965925574302673,0.4051826000213623,0.37303200364112854,0.4211071729660034,-0.49140995740890503,0.49140995740890503,0.37303200364112854,0.01579912319788157,4
mod.blocks.4.attn,0,muon<-muon,0.4642442762851715,0.0,0.6542631536722183,0.0,-0.4642442762851715,0.4642442762851715,-0.6542631536722183,0.30373792427661295,15
mod.blocks.1.attn,6,muon<-electron,0.0,0.4638087749481201,0.413065530359745,0.44164189100265505,0.4638087749481201,-0.4638087749481201,0.413065530359745,0.023535162109427077,14
mod.blocks.6.attn,7,electron<-neutral_hadron,0.4396410882472992,0.0,0.5232263342900709,0.5125448902448019,-0.4396410882472992,0.4396410882472992,-0.5232263342900709,0.23003179500693194,27
mod.blocks.6.attn,7,muon<-neutral_hadron,0.43574537833531696,0.0,0.5246555619850392,0.4872746877372265,-0.43574537833531696,0.43574537833531696,-0.5246555619850392,0.2286162363528992,52
mod.blocks.0.attn,5,pad<-charged_hadron,0.0,0.4315568506717682,0.31357936064402264,0.0,0.4315568506717682,-0.4315568506717682,0.31357936064402264,0.05091399404653381,10
mod.blocks.1.attn,2,muon<-muon,0.4126765578985214,0.8412181437015533,0.6596443942851491,0.7049243748188019,0.4285415858030319,-0.4285415858030319,0.6596443942851491,0.07781190251510822,45
mod.blocks.0.attn,2,pad<-muon,0.0,0.4172957142194112,0.0,0.0,0.4172957142194112,-0.4172957142194112,0.0,0.1741357131058885,6
mod.blocks.4.attn,6,electron<-electron,0.4107105036576589,0.0,0.6443110704421997,0.0,-0.4107105036576589,0.4107105036576589,-0.6443110704421997,0.26462532425352114,4
mod.blocks.4.attn,5,muon<-electron,0.8788410425186157,0.4707563519477844,0.5093557983636856,0.4884333685040474,-0.4080846905708313,0.4080846905708313,0.43215690553188324,0.015751843146838418,10
mod.blocks.0.attn,4,pad<-neutral_hadron,0.3999081254005432,0.0,0.41496020555496216,0.0,-0.3999081254005432,0.3999081254005432,-0.41496020555496216,0.165945957919309,5
mod.blocks.0.attn,4,pad<-electron,0.3994211608018631,0.0,0.4129418251462854,0.37821271946797,-0.3994211608018631,0.3994211608018631,-0.4129418251462854,0.1649377031435693,507
mod.blocks.5.attn,6,muon<-muon,0.3956507742404938,0.0,0.5189631432294846,0.0,-0.3956507742404938,0.3956507742404938,-0.5189631432294846,0.20532816942102583,3
mod.cls_blocks.1.attn,0,CLS<-CLS,0.3892252703104168,0.0,0.0,0.0,-0.3892252703104168,0.3892252703104168,0.0,0.0,25
mod.blocks.6.attn,3,pad<-neutral_hadron,0.37848251395755345,0.0,0.4030988812446594,0.0,-0.37848251395755345,0.37848251395755345,-0.4030988812446594,0.152565877946956,20
mod.blocks.2.attn,5,muon<-muon,0.7801715029137475,0.43276074528694153,0.5041079946926662,0.5459984391927719,-0.34741075762680595,0.34741075762680595,0.36141349588121685,0.024786801970631493,42
mod.blocks.0.attn,0,pad<-charged_hadron,0.0,0.34481813690879126,0.0,0.0,0.34481813690879126,-0.34481813690879126,0.0,0.11889954754124991,11
mod.cls_blocks.1.attn,3,CLS<-muon,0.5790317794256915,0.2372660635572941,0.15262634048796225,0.3290079478514186,-0.34176571586839743,0.34176571586839743,0.15262634048796225,0.028926955545693113,3194
mod.blocks.5.attn,3,electron<-neutral_hadron,0.24496585503220558,0.5847295622030894,0.0,0.0,0.3397637071708838,-0.3397637071708838,0.0,0.19866988374652952,10
mod.blocks.0.attn,7,pad<-charged_hadron,0.0,0.3275546282529831,0.0,0.0,0.3275546282529831,-0.3275546282529831,0.0,0.10729203448994995,12
mod.blocks.0.attn,1,pad<-neutral_hadron,0.0,0.3144412040710449,0.0,0.0,0.3144412040710449,-0.3144412040710449,0.0,0.09887327081764852,4
mod.blocks.0.attn,7,pad<-neutral_hadron,0.0,0.3084811866283417,0.0,0.0,0.3084811866283417,-0.3084811866283417,0.0,0.09516064250362977,4
mod.blocks.0.attn,6,pad<-photon,0.0,0.30534217059612273,0.0,0.0,0.30534217059612273,-0.30534217059612273,0.0,0.09323384114435172,10
mod.blocks.6.attn,3,muon<-electron,0.4158770864208539,0.716857890288035,0.9144689920499469,0.7980855564276378,0.3009808038671811,-0.3009808038671811,0.5192467885261232,0.05947714826137957,288
mod.cls_blocks.1.attn,3,CLS<-electron,0.5216520652189363,0.22085317254899478,0.1444235459800765,0.2604648208573938,-0.3007988926699415,0.3007988926699415,0.1444235459800765,0.022989947039107755,3195
mod.blocks.0.attn,1,pad<-photon,0.0,0.29815784096717834,0.20619577739168615,0.0,0.29815784096717834,-0.29815784096717834,0.20619577739168615,0.027419210326555147,36
mod.blocks.5.attn,7,muon<-neutral_hadron,0.2973640635609627,0.0,0.4720952721933524,0.3588971495628357,-0.2973640635609627,0.2973640635609627,-0.4720952721933524,0.140384168527334,39
mod.blocks.0.attn,7,pad<-photon,0.0,0.2908855378627777,0.0,0.0,0.2908855378627777,-0.2908855378627777,0.0,0.08461439613771748,1
mod.cls_blocks.1.attn,2,CLS<-CLS,0.2840853005104388,0.0,0.0,0.0,-0.2840853005104388,0.2840853005104388,0.0,0.0,45
mod.blocks.4.attn,3,electron<-neutral_hadron,0.3496811290582021,0.6248968839645386,0.0,0.0,0.2752157549063365,-0.2752157549063365,0.0,0.17198146765891784,5
mod.blocks.2.attn,2,muon<-muon,0.6433340127651508,0.9167604148387909,0.8948488319292665,0.7824087407853868,0.2734264020736401,-0.2734264020736401,0.8948488319292665,0.005991205278689531,56
mod.blocks.4.attn,0,muon<-electron,0.46272982470691204,0.7178446352481842,0.5842788687774113,0.7415677428245544,0.25511481054127216,-0.25511481054127216,0.5842788687774113,0.03407460520799103,38
mod.blocks.0.attn,6,pad<-neutral_hadron,0.0,0.24779215455055237,0.0,0.0,0.24779215455055237,-0.24779215455055237,0.0,0.06140095185680483,1
mod.blocks.4.attn,3,muon<-neutral_hadron,0.0,0.2469637244939804,0.0,0.0,0.2469637244939804,-0.2469637244939804,0.0,0.06099108121593866,1
mod.blocks.3.attn,7,neutral_hadron<-neutral_hadron,0.2687737430844988,0.5145908782879511,0.4894278117496034,0.44032570281449485,0.24581713520345233,-0.24581713520345233,0.4894278117496034,0.006185512929390486,85
mod.blocks.0.attn,0,pad<-neutral_hadron,0.0,0.24503453075885773,0.0,0.0,0.24503453075885773,-0.24503453075885773,0.0,0.060041921264213594,1
mod.blocks.2.attn,6,electron<-muon,0.0,0.24360297620296478,0.6147306393831968,0.3854776918888092,0.24360297620296478,-0.24360297620296478,-0.12752468697726727,0.090407803301956,18
mod.blocks.3.attn,7,electron<-neutral_hadron,0.0,0.23799559473991394,0.4252409726381302,0.26139622926712036,0.23799559473991394,-0.23799559473991394,0.05075021684169767,0.04456357507518592,22
mod.blocks.1.attn,4,muon<-muon,0.7554519343025544,0.5362128764390945,0.6626108992099762,0.4655951112508774,-0.21923905786345987,0.21923905786345987,0.4098148536682129,0.027711383428092238,54
mod.blocks.0.attn,2,muon<-muon,0.6110307455062867,0.8291803300380707,0.6382085695499327,0.6174042125542959,0.218149584531784,-0.218149584531784,0.6382085695499327,0.041660410207790675,57
mod.blocks.0.attn,3,electron<-neutral_hadron,0.36010766706683417,0.5755760669708252,0.42256904393434525,0.5467739701271057,0.21546839990399103,-0.21546839990399103,0.42256904393434525,0.03296817842774343,72
mod.blocks.0.attn,1,pad<-muon,0.215255007147789,0.0,0.1556951878592372,0.11459451665480931,-0.215255007147789,0.215255007147789,-0.1556951878592372,0.033514168775516454,32
mod.blocks.3.attn,0,muon<-muon,0.7020697593688965,0.9165999293327332,0.7655029992262522,0.7067990601062775,0.21453016996383667,-0.21453016996383667,0.7655029992262522,0.032414850096757306,39
mod.cls_blocks.1.attn,1,CLS<-CLS,0.21301542595028877,0.0,0.0,0.0,-0.21301542595028877,0.21301542595028877,0.0,0.0,23
mod.blocks.6.attn,2,electron<-muon,0.5459630638360977,0.33867937326431274,0.7346671521663666,0.5981475189328194,-0.20728369057178497,0.20728369057178497,-0.05730840563774109,0.08208180823214173,9
mod.blocks.3.attn,7,muon<-neutral_hadron,0.0,0.20156047493219376,0.483796626329422,0.4009312428534031,0.20156047493219376,-0.20156047493219376,-0.08067567646503448,0.056887652718659865,34
mod.blocks.6.attn,4,muon<-electron,0.8630500237147013,0.6621729731559753,0.8472984720920694,0.7801747769117355,-0.20087705055872596,0.20087705055872596,0.47704747421988125,0.03718746420949514,41
mod.blocks.0.attn,3,pad<-charged_hadron,0.0,0.1960989534854889,0.0,0.0,0.1960989534854889,-0.1960989534854889,0.0,0.038454799558103936,1
mod.blocks.4.attn,2,electron<-muon,0.5427550263702869,0.34911520779132843,0.7716478790555682,0.6841591596603394,-0.1936398185789585,0.1936398185789585,-0.07341746347291134,0.0818191498072901,26
mod.blocks.5.attn,7,electron<-neutral_hadron,0.25849210790225435,0.44581592082977295,0.43958371088785286,0.6914665699005127,0.1873238129275186,-0.1873238129275186,0.43958371088785286,0.0011674413292852598,47
mod.blocks.3.attn,1,electron<-neutral_hadron,0.34901679307222366,0.5346784102065223,0.4455395793276174,0.37180672585964203,0.18566161713429863,-0.18566161713429863,0.4455395793276174,0.016549659490438236,52
mod.blocks.3.attn,5,electron<-muon,0.503993347287178,0.6892812252044678,0.5419626384973526,0.5681621730327606,0.18528787791728973,-0.18528787791728973,0.5419626384973526,0.02729634830873562,18
mod.blocks.4.attn,1,muon<-photon,0.28996071219444275,0.4749753231352026,0.39433754483858746,0.22642826537291208,0.18501461094075983,-0.18501461094075983,0.39433754483858746,0.014919167178675492,37
mod.blocks.3.attn,5,muon<-electron,0.32508496940135956,0.5071413516998291,0.5358588069677352,0.5403014421463013,0.18205638229846954,-0.18205638229846954,0.47842389643192296,0.005228196014893119,14
mod.blocks.1.attn,2,pad<-muon,0.6399618190537859,0.4580033194451105,0.6762916962338874,0.7328459074465419,-0.18195849960867538,0.18195849960867538,0.23971494265633364,0.03971942552249905,4539
mod.blocks.1.attn,4,muon<-electron,0.6987757044179099,0.5187903195619583,0.5234388411045074,0.5795237554444207,-0.1799853848559516,0.1799853848559516,0.5141417980194092,0.0008366659388468876,37
mod.blocks.3.attn,1,pad<-electron,0.46932944640161234,0.6466795349853081,0.5271798967500854,0.4731469996959755,0.17735008858369572,-0.17735008858369572,0.5271798967500854,0.021193271426736337,1983
mod.blocks.1.attn,2,pad<-electron,0.6611117068882827,0.48636979496840277,0.6922304825089325,0.7382137580947087,-0.17474191191987992,0.17474191191987992,0.28050910742787305,0.03597249012997317,3805
mod.blocks.7.attn,6,electron<-neutral_hadron,0.5620965734124184,0.7339442454535385,0.7266504613705623,0.7575565613806248,0.17184767204112017,-0.17184767204112017,0.7266504613705623,0.0012534198150300376,146
mod.blocks.7.attn,1,neutral_hadron<-photon,0.5453534294835857,0.7169964911021622,0.7121030243808133,0.6658237503738854,0.17164306161857656,-0.17164306161857656,0.7121030243808133,0.0008399296099809496,1276
mod.blocks.2.attn,4,muon<-muon,0.9529724307358265,0.7819556593894958,0.7900439406696119,0.8387333273887634,-0.17101677134633064,0.17101677134633064,0.7738673781093798,0.0013832317502664169,65
mod.blocks.3.attn,5,muon<-muon,0.695664019688316,0.5266507267951965,0.6117057644802592,0.7899477630853653,-0.1690132928931195,0.1690132928931195,0.4415956891101339,0.014375431996300805,53
mod.blocks.7.attn,1,charged_hadron<-photon,0.5436222070300665,0.712346647984047,0.7194553751315305,0.6190512951734258,0.16872444095398054,-0.16872444095398054,0.7052379208365636,0.0011994160138535301,4513
mod.blocks.2.attn,3,electron<-neutral_hadron,0.3182957185940309,0.4863325158754985,0.4129447340965271,0.0,0.1680367972814676,-0.1680367972814676,0.4129447340965271,0.012331847809729594,28
mod.blocks.1.attn,4,electron<-muon,0.6157592535018921,0.44796450436115265,0.5630004778504372,0.5069576621055603,-0.16779474914073944,0.16779474914073944,0.33292853087186813,0.019302432313795248,24
mod.blocks.0.attn,3,electron<-photon,0.4167943846966539,0.5841696081416947,0.6889802954698864,0.7078333497047424,0.1673752234450408,-0.1673752234450408,0.47935892081350306,0.017542712210984385,134
mod.blocks.1.attn,5,electron<-muon,0.473604549964269,0.6408975720405579,0.5122292578220368,0.5185692948954446,0.16729302207628888,-0.16729302207628888,0.5122292578220368,0.021525311131077925,21
mod.blocks.1.attn,0,muon<-electron,0.3858250081539154,0.5474149584770203,0.6857709002991518,0.5698313266038895,0.16158995032310486,-0.16158995032310486,0.40905901665488875,0.022356929765944618,40
mod.blocks.6.attn,5,electron<-muon,0.5308476611971855,0.691083524376154,0.5990883956352869,0.5481204748153686,0.16023586317896843,-0.16023586317896843,0.5990883956352869,0.014740918862053153,23
mod.blocks.7.attn,6,muon<-muon,0.7973709046840668,0.9575881361961365,0.7056038081645966,0.6800325214862823,0.16021723151206968,-0.16021723151206968,0.7056038081645966,0.04037223142164254,22
mod.blocks.4.attn,2,muon<-muon,0.6040347963571548,0.763381153345108,0.7484947542349497,0.5681747623852321,0.15934635698795319,-0.15934635698795319,0.7484947542349497,0.0023720934668724366,26
mod.blocks.7.attn,1,photon<-photon,0.5507653071384048,0.7085417463905571,0.7238076101682989,0.6311768303833428,0.15777643925215235,-0.15777643925215235,0.6932758826128154,0.002408593628960504,6480
mod.blocks.3.attn,2,muon<-electron,0.5657576998074849,0.7228716611862183,0.6769921481609344,0.80389564037323,0.15711396137873335,-0.15711396137873335,0.6769921481609344,0.007208312037529535,43
mod.cls_blocks.1.attn,0,CLS<-muon,0.3029972242567309,0.14619403959822624,0.24447507034176968,0.17701918768233638,-0.15680318465850468,0.15680318465850468,0.047913008854682804,0.015410778612108017,2971
mod.blocks.6.attn,6,muon<-neutral_hadron,0.6521474897861481,0.4967993199825287,0.5999927443006764,0.5277482271194458,-0.15534816980361943,0.15534816980361943,0.393605895664381,0.01603090960359256,36
mod.blocks.2.attn,0,muon<-electron,0.7968229651451111,0.6416154503822327,0.6236723197831048,0.681801567475001,-0.15520751476287842,0.15520751476287842,0.6236723197831048,0.002784908707356397,18
mod.cls_blocks.1.attn,6,CLS<-muon,0.5152579676353901,0.6684259152811775,0.6512443637310603,0.7576632307464819,0.15316794764578734,-0.15316794764578734,0.6512443637310603,0.0026316629883017376,5060
mod.cls_blocks.1.attn,4,CLS<-CLS,0.15314301535383695,0.0,0.0,0.0,-0.15314301535383695,0.15314301535383695,0.0,0.0,18
mod.blocks.6.attn,0,muon<-neutral_hadron,0.5505416010107312,0.7031799753506979,0.6070745698582958,0.5899853148768025,0.15263837433996663,-0.15263837433996663,0.6070745698582958,0.014669372859643556,196
mod.cls_blocks.1.attn,2,CLS<-electron,0.32681910182899837,0.4789760633880868,0.38336868458683504,0.18940563009596034,0.15215696155908842,-0.15215696155908842,0.38336868458683504,0.014547328261027268,4223
mod.blocks.6.attn,6,neutral_hadron<-neutral_hadron,0.4956197092930476,0.6476491987705231,0.6038045062535051,0.5283003800954574,0.15202948947747547,-0.15202948947747547,0.6038045062535051,0.006665686219659127,309
mod.cls_blocks.0.attn,3,CLS<-CLS,0.1491768054664135,0.0,0.0,0.0,-0.1491768054664135,0.1491768054664135,0.0,0.0,80
mod.blocks.6.attn,3,muon<-neutral_hadron,0.4530989027449063,0.6020843061533842,0.5069358348846436,0.0,0.14898540340847788,-0.14898540340847788,0.5069358348846436,0.014175733375673285,37
mod.blocks.2.attn,3,electron<-photon,0.367281614456858,0.5155072858873403,0.6607839447610518,0.0,0.14822567143048232,-0.14822567143048232,0.37023062701362874,0.02153373030473303,105
mod.blocks.2.attn,0,electron<-neutral_hadron,0.5948273316025734,0.7411352017751107,0.7379965403047549,0.6459433058897655,0.14630787017253732,-0.14630787017253732,0.7379965403047549,0.00045921087492036103,238
mod.blocks.0.attn,1,pad<-charged_hadron,0.227667648345232,0.37383047574096256,0.2240678918989081,0.0,0.14616282739573055,-0.14616282739573055,0.2240678918989081,0.02188972269244483,51
mod.blocks.5.attn,4,muon<-electron,0.6907060891389847,0.5446178317070007,0.6821853786706924,0.8053720355033874,-0.14608825743198395,0.14608825743198395,0.40705028474330907,0.02009700321511833,21
mod.blocks.1.attn,7,electron<-neutral_hadron,0.21398058130095401,0.3593512045649382,0.42264107167720794,0.3274949299437659,0.14537062326398417,-0.14537062326398417,0.29606133745266844,0.009200487428405388,87
mod.blocks.5.attn,4,electron<-electron,0.671839751303196,0.8143515586853027,0.7657275332344903,0.9107311367988586,0.14251180738210678,-0.14251180738210678,0.7657275332344903,0.006929497749188843,31
mod.blocks.3.attn,3,pad<-muon,0.49787741899490356,0.6394670605659485,0.8333999709340564,0.7045759055121191,0.14158964157104492,-0.14158964157104492,0.4455341501978406,0.027458891267849977,266
mod.blocks.0.attn,0,neutral_hadron<-electron,0.5513364516977054,0.6921342460568561,0.5928774819756947,0.5589344748428889,0.14079779435915074,-0.14079779435915074,0.5928774819756947,0.013975133457854111,325
mod.blocks.7.attn,5,muon<-neutral_hadron,0.5289350748062134,0.6687922974427541,0.49446403349821383,0.38396667156900677,0.13985722263654077,-0.13985722263654077,0.49446403349821383,0.02438106682233322,115
mod.blocks.3.attn,3,electron<-electron,0.5805278122425079,0.44144620628733383,0.8944153861409215,0.9015653729438782,-0.1390816059551741,0.1390816059551741,-0.011522973566253869,0.06299968098223507,409
mod.blocks.4.attn,7,pad<-muon,0.6749189631125637,0.5364307636022567,0.75835516527151,0.748552201500527,-0.138488199510307,0.138488199510307,0.3145063619330034,0.030733910814577062,2705
mod.blocks.0.attn,3,photon<-neutral_hadron,0.35639339062300596,0.49484436496122347,0.3009158313274384,0.40766265988349915,0.13845097433821751,-0.13845097433821751,0.3009158313274384,0.026849594433579333,455
mod.blocks.6.attn,3,charged_hadron<-neutral_hadron,0.4394772856034965,0.5777788210695624,0.5087062021096548,0.5250217020511627,0.13830153546606583,-0.13830153546606583,0.5087062021096548,0.009552849260817708,1512
mod.cls_blocks.1.attn,1,CLS<-muon,0.29548124969887823,0.15826367504205668,0.1935084957830226,0.5351820680525295,-0.13721757465682155,0.13721757465682155,0.12301885430109077,0.0048362088212897825,4435
mod.blocks.0.attn,3,neutral_hadron<-neutral_hadron,0.34432864950762854,0.4813558066763529,0.2882404923439026,0.0,0.13702715716872438,-0.13702715716872438,0.2882404923439026,0.02646204252872028,87
mod.blocks.6.attn,5,muon<-electron,0.4476730525493622,0.5846699859414782,0.5098728022792123,0.5113453843763897,0.13699693339211605,-0.13699693339211605,0.5098728022792123,0.010246984788097319,46
mod.cls_blocks.0.attn,2,CLS<-CLS,0.13653517970815301,0.0,0.0,0.0,-0.13653517970815301,0.13653517970815301,0.0,0.0,80
mod.blocks.7.attn,1,electron<-charged_hadron,0.4726279057639161,0.6089616706446995,0.563055683536963,0.5162683374851754,0.13633376488078341,-0.13633376488078341,0.563055683536963,0.006258536052966426,801
mod.blocks.6.attn,6,photon<-neutral_hadron,0.4956120457015516,0.6315039898610223,0.652505278741279,0.4949550666771401,0.1358919441594707,-0.1358919441594707,0.6105027009807656,0.00285390597579275,1543
mod.blocks.7.attn,1,pad<-electron,0.6796855310900043,0.815488698367368,0.7763204237028044,0.7459713852007268,0.13580316727736375,-0.13580316727736375,0.7763204237028044,0.005319175756237463,6868
mod.blocks.0.attn,3,muon<-neutral_hadron,0.3892986169883183,0.5248366007581353,0.3215562254190445,0.0,0.13553798376981702,-0.13553798376981702,0.3215562254190445,0.027552212213432004,69
mod.blocks.4.attn,2,muon<-electron,0.6711098849773407,0.8066069483757019,0.7034448180347681,0.7578465603291988,0.1354970633983612,-0.1354970633983612,0.7034448180347681,0.01397816571511551,31
mod.blocks.1.attn,3,pad<-electron,0.39669003354948623,0.5304280704989726,0.8210955065759745,0.9136572480201721,0.13373803694948633,-0.13373803694948633,0.2397606344219706,0.03887329230607854,503
mod.blocks.3.attn,7,pad<-electron,0.5838422954387072,0.45117747278879006,0.6440011173888539,0.6918330067146257,-0.1326648226499172,0.1326648226499172,0.2583538281887262,0.025580914613578132,8008
mod.blocks.5.attn,3,muon<-photon,0.2869507653845681,0.419550758600235,0.5547181755304337,0.5336227416992188,0.1325999932156669,-0.1325999932156669,0.2843833416700363,0.017923198567923564,106
mod.blocks.4.attn,7,muon<-photon,0.5347817540168762,0.4026460817881993,0.5318757256074828,0.6086595257123312,-0.13213567222867695,0.13213567222867695,0.2734164379689158,0.017075845857933508,60
mod.blocks.6.attn,1,neutral_hadron<-neutral_hadron,0.3123939832051595,0.444442934849683,0.49916823705037433,0.35451612373193103,0.13204895164452352,-0.13204895164452352,0.3897176326489917,0.007226418784031026,44
mod.blocks.7.attn,1,electron<-photon,0.5827700077659554,0.7136566398979781,0.5968507164846296,0.5572894589295463,0.13088663213202267,-0.13088663213202267,0.5968507164846296,0.01528833392864416,514
mod.blocks.7.attn,1,electron<-muon,0.6648992389440537,0.7952430519190702,0.6989313213624687,0.672773200131598,0.13034381297501652,-0.13034381297501652,0.6989313213624687,0.012553638194969845,180
mod.blocks.6.attn,3,muon<-photon,0.42028858986767853,0.549996249022938,0.618953064084053,0.6484995484352112,0.12970765915525945,-0.12970765915525945,0.4810394339618229,0.008944227064379374,74
mod.blocks.2.attn,0,muon<-neutral_hadron,0.605858856013843,0.7354205633912768,0.7423260674184683,0.6682831875739559,0.12956170737743378,-0.12956170737743378,0.7285150593640853,0.0008946888920646728,276
mod.blocks.6.attn,3,photon<-neutral_hadron,0.42471281735996164,0.5531580828828737,0.5118598015535445,0.312686949968338,0.12844526552291208,-0.12844526552291208,0.5118598015535445,0.005304568710985614,1327
mod.blocks.2.attn,3,pad<-muon,0.6929051044520799,0.5653930061393314,0.9237404749506996,0.9167833216087793,-0.12751209831274846,0.12751209831274846,0.20704553732796327,0.045693637673199734,661
mod.blocks.3.attn,2,electron<-electron,0.5887292974761554,0.7156066782772541,0.7034553011258443,0.7205164879560471,0.12687738080109867,-0.12687738080109867,0.7034553011258443,0.0015417349060971898,72
