signal_id,source,class_pair,status,score,reason,recommended_next_action,claim_level
confusion::label_QCD->label_Hcc,CONFUSION_MONITOR_V1,label_QCD->label_Hcc,WATCH,0.1604752979274291,"confusion_rate=0.0327, delta=-0.0024, count=134",run feature ranker for this class pair,0
confusion::label_H4q->label_Hcc,CONFUSION_MONITOR_V1,label_H4q->label_Hcc,WATCH,0.15616383102021839,"confusion_rate=0.0320, delta=-0.0032, count=131",run feature ranker for this class pair,0
confusion::label_Zqq->label_Hcc,CONFUSION_MONITOR_V1,label_Zqq->label_Hcc,WATCH,0.14050167614052952,"confusion_rate=0.0293, delta=-0.0010, count=120",run feature ranker for this class pair,0
confusion::label_Hgg->label_QCD,CONFUSION_MONITOR_V1,label_Hgg->label_QCD,WATCH,0.1362719973297077,"confusion_rate=0.0286, delta=-0.0027, count=117",run feature ranker for this class pair,0
confusion::label_Hbb->label_H4q,CONFUSION_MONITOR_V1,label_Hbb->label_H4q,WATCH,0.1334626152288164,"confusion_rate=0.0281, delta=-0.0012, count=115",run feature ranker for this class pair,0
confusion::label_Tbqq->label_H4q,CONFUSION_MONITOR_V1,label_Tbqq->label_H4q,WATCH,0.12963575227106727,"confusion_rate=0.0261, delta=0.0007, count=107",run feature ranker for this class pair,0
confusion::label_Hbb->label_Tbqq,CONFUSION_MONITOR_V1,label_Hbb->label_Tbqq,WATCH,0.12951246598129726,"confusion_rate=0.0217, delta=0.0032, count=89",run feature ranker for this class pair,0
confusion::label_Hcc->label_QCD,CONFUSION_MONITOR_V1,label_Hcc->label_QCD,WATCH,0.1264057114999988,"confusion_rate=0.0203, delta=0.0037, count=83",run feature ranker for this class pair,0
confusion::label_Zqq->label_Hbb,CONFUSION_MONITOR_V1,label_Zqq->label_Hbb,WATCH,0.11954616818402515,"confusion_rate=0.0256, delta=-0.0007, count=105",run feature ranker for this class pair,0
confusion::label_QCD->label_H4q,CONFUSION_MONITOR_V1,label_QCD->label_H4q,WATCH,0.11267384074319482,"confusion_rate=0.0244, delta=-0.0039, count=100",run feature ranker for this class pair,0
confusion::label_Zqq->label_Tbqq,CONFUSION_MONITOR_V1,label_Zqq->label_Tbqq,WATCH,0.112189527065333,"confusion_rate=0.0212, delta=0.0017, count=87",run feature ranker for this class pair,0
confusion::label_H4q->label_Tbqq,CONFUSION_MONITOR_V1,label_H4q->label_Tbqq,WATCH,0.10994183235185298,"confusion_rate=0.0239, delta=-0.0024, count=98",run feature ranker for this class pair,0
confusion::label_Hgg->label_Zqq,CONFUSION_MONITOR_V1,label_Hgg->label_Zqq,WATCH,0.10721978855867303,"confusion_rate=0.0234, delta=-0.0010, count=96",run feature ranker for this class pair,0
confusion::label_Hcc->label_Tbqq,CONFUSION_MONITOR_V1,label_Hcc->label_Tbqq,WATCH,0.09911556532873937,"confusion_rate=0.0220, delta=-0.0103, count=90",run feature ranker for this class pair,0
