control,transition_type,from_id,from_label,to_id,to_label,n,from_total,rate
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,57,220,0.2590909090909091
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,45,255,0.17647058823529413
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,39,243,0.16049382716049382
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,39,280,0.1392857142857143
random_remove8,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,34,251,0.13545816733067728
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,27,220,0.12272727272727273
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,30,253,0.11857707509881422
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,25,243,0.102880658436214
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,28,273,0.10256410256410256
random_remove8,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,27,270,0.1
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,22,243,0.09053497942386832
random_remove8,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,21,270,0.07777777777777778
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,8,label_Tbqq,17,253,0.06719367588932806
random_remove8,baseline_pred_to_control_pred,0,label_QCD,4,label_H4q,16,241,0.06639004149377593
random_remove8,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,16,251,0.06374501992031872
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,16,253,0.06324110671936758
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,7,label_Wqq,15,255,0.058823529411764705
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,7,label_Wqq,13,253,0.05138339920948617
random_remove8,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,13,270,0.04814814814814815
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,1,label_Hbb,12,253,0.04743083003952569
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,0,label_QCD,12,255,0.047058823529411764
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,8,label_Tbqq,11,243,0.04526748971193416
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,4,label_H4q,11,253,0.043478260869565216
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,1,label_Hbb,12,280,0.04285714285714286
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,6,label_Zqq,10,255,0.0392156862745098
random_remove8,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,9,241,0.03734439834024896
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,2,label_Hcc,10,280,0.03571428571428571
random_remove8,baseline_pred_to_control_pred,0,label_QCD,8,label_Tbqq,8,241,0.03319502074688797
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,3,label_Hgg,8,243,0.03292181069958848
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,9,280,0.03214285714285714
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,1,label_Hbb,6,220,0.02727272727272727
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,6,220,0.02727272727272727
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,6,280,0.02142857142857143
random_remove8,baseline_pred_to_control_pred,0,label_QCD,2,label_Hcc,5,241,0.02074688796680498
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,6,label_Zqq,5,253,0.019762845849802372
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,7,label_Wqq,4,220,0.01818181818181818
random_remove8,baseline_pred_to_control_pred,3,label_Hgg,8,label_Tbqq,5,280,0.017857142857142856
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,9,label_Tbl,4,255,0.01568627450980392
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,4,273,0.014652014652014652
random_remove8,baseline_pred_to_control_pred,4,label_H4q,3,label_Hgg,4,274,0.014598540145985401
random_remove8,baseline_pred_to_control_pred,4,label_H4q,6,label_Zqq,4,274,0.014598540145985401
random_remove8,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,3,241,0.012448132780082987
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,3,243,0.012345679012345678
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,7,label_Wqq,3,243,0.012345679012345678
random_remove8,baseline_pred_to_control_pred,6,label_Zqq,5,label_Hqql,3,251,0.01195219123505976
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,2,label_Hcc,3,253,0.011857707509881422
random_remove8,baseline_pred_to_control_pred,9,label_Tbl,3,label_Hgg,3,253,0.011857707509881422
random_remove8,baseline_pred_to_control_pred,4,label_H4q,2,label_Hcc,3,274,0.010948905109489052
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,3,label_Hgg,2,220,0.00909090909090909
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,5,label_Hqql,2,220,0.00909090909090909
random_remove8,baseline_pred_to_control_pred,0,label_QCD,3,label_Hgg,2,241,0.008298755186721992
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,2,243,0.00823045267489712
random_remove8,baseline_pred_to_control_pred,6,label_Zqq,8,label_Tbqq,2,251,0.00796812749003984
random_remove8,baseline_pred_to_control_pred,5,label_Hqql,1,label_Hbb,2,255,0.00784313725490196
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,1,label_Hbb,2,273,0.007326007326007326
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,5,label_Hqql,2,273,0.007326007326007326
random_remove8,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,2,274,0.0072992700729927005
random_remove8,baseline_pred_to_control_pred,4,label_H4q,7,label_Wqq,2,274,0.0072992700729927005
random_remove8,baseline_pred_to_control_pred,4,label_H4q,8,label_Tbqq,2,274,0.0072992700729927005
random_remove8,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,1,220,0.004545454545454545
random_remove8,baseline_pred_to_control_pred,0,label_QCD,9,label_Tbl,1,241,0.004149377593360996
random_remove8,baseline_pred_to_control_pred,1,label_Hbb,9,label_Tbl,1,243,0.00411522633744856
random_remove8,baseline_pred_to_control_pred,6,label_Zqq,1,label_Hbb,1,251,0.00398406374501992
random_remove8,baseline_pred_to_control_pred,7,label_Wqq,9,label_Tbl,1,270,0.003703703703703704
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,1,273,0.003663003663003663
random_remove8,baseline_pred_to_control_pred,8,label_Tbqq,6,label_Zqq,1,273,0.003663003663003663
random_remove8,baseline_pred_to_control_pred,4,label_H4q,1,label_Hbb,1,274,0.0036496350364963502
random_remove8,true_class_to_control_pred,4,label_H4q,4,label_H4q,214,256,0.8359375
random_remove8,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,209,256,0.81640625
random_remove8,true_class_to_control_pred,7,label_Wqq,7,label_Wqq,169,256,0.66015625
random_remove8,true_class_to_control_pred,0,label_QCD,0,label_QCD,168,256,0.65625
random_remove8,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,162,256,0.6328125
random_remove8,true_class_to_control_pred,3,label_Hgg,3,label_Hgg,148,256,0.578125
random_remove8,true_class_to_control_pred,9,label_Tbl,9,label_Tbl,143,256,0.55859375
random_remove8,true_class_to_control_pred,2,label_Hcc,2,label_Hcc,101,256,0.39453125
random_remove8,true_class_to_control_pred,1,label_Hbb,1,label_Hbb,99,256,0.38671875
random_remove8,true_class_to_control_pred,6,label_Zqq,7,label_Wqq,91,256,0.35546875
random_remove8,true_class_to_control_pred,6,label_Zqq,6,label_Zqq,86,256,0.3359375
random_remove8,true_class_to_control_pred,2,label_Hcc,4,label_H4q,60,256,0.234375
random_remove8,true_class_to_control_pred,3,label_Hgg,4,label_H4q,47,256,0.18359375
random_remove8,true_class_to_control_pred,1,label_Hbb,2,label_Hcc,46,256,0.1796875
random_remove8,true_class_to_control_pred,5,label_Hqql,4,label_H4q,46,256,0.1796875
random_remove8,true_class_to_control_pred,6,label_Zqq,4,label_H4q,42,256,0.1640625
random_remove8,true_class_to_control_pred,1,label_Hbb,4,label_H4q,38,256,0.1484375
random_remove8,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,32,256,0.125
random_remove8,true_class_to_control_pred,7,label_Wqq,4,label_H4q,30,256,0.1171875
random_remove8,true_class_to_control_pred,9,label_Tbl,0,label_QCD,30,256,0.1171875
random_remove8,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,28,256,0.109375
random_remove8,true_class_to_control_pred,7,label_Wqq,0,label_QCD,26,256,0.1015625
random_remove8,true_class_to_control_pred,7,label_Wqq,6,label_Zqq,25,256,0.09765625
random_remove8,true_class_to_control_pred,1,label_Hbb,6,label_Zqq,23,256,0.08984375
random_remove8,true_class_to_control_pred,2,label_Hcc,1,label_Hbb,20,256,0.078125
random_remove8,true_class_to_control_pred,3,label_Hgg,1,label_Hbb,20,256,0.078125
random_remove8,true_class_to_control_pred,9,label_Tbl,5,label_Hqql,20,256,0.078125
random_remove8,true_class_to_control_pred,0,label_QCD,4,label_H4q,19,256,0.07421875
random_remove8,true_class_to_control_pred,1,label_Hbb,3,label_Hgg,19,256,0.07421875
random_remove8,true_class_to_control_pred,6,label_Zqq,0,label_QCD,17,256,0.06640625
random_remove8,true_class_to_control_pred,9,label_Tbl,8,label_Tbqq,17,256,0.06640625
random_remove8,true_class_to_control_pred,2,label_Hcc,3,label_Hgg,16,256,0.0625
random_remove8,true_class_to_control_pred,5,label_Hqql,7,label_Wqq,16,256,0.0625
random_remove8,true_class_to_control_pred,0,label_QCD,6,label_Zqq,15,256,0.05859375
random_remove8,true_class_to_control_pred,0,label_QCD,8,label_Tbqq,15,256,0.05859375
random_remove8,true_class_to_control_pred,0,label_QCD,3,label_Hgg,14,256,0.0546875
random_remove8,true_class_to_control_pred,0,label_QCD,7,label_Wqq,14,256,0.0546875
random_remove8,true_class_to_control_pred,4,label_H4q,3,label_Hgg,14,256,0.0546875
random_remove8,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,13,256,0.05078125
random_remove8,true_class_to_control_pred,5,label_Hqql,0,label_QCD,13,256,0.05078125
random_remove8,true_class_to_control_pred,9,label_Tbl,7,label_Wqq,13,256,0.05078125
random_remove8,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,12,256,0.046875
random_remove8,true_class_to_control_pred,5,label_Hqql,6,label_Zqq,12,256,0.046875
random_remove8,true_class_to_control_pred,9,label_Tbl,1,label_Hbb,12,256,0.046875
random_remove8,true_class_to_control_pred,3,label_Hgg,0,label_QCD,11,256,0.04296875
random_remove8,true_class_to_control_pred,9,label_Tbl,4,label_H4q,11,256,0.04296875
random_remove8,true_class_to_control_pred,1,label_Hbb,7,label_Wqq,10,256,0.0390625
random_remove8,true_class_to_control_pred,1,label_Hbb,8,label_Tbqq,10,256,0.0390625
random_remove8,true_class_to_control_pred,6,label_Zqq,8,label_Tbqq,9,256,0.03515625
random_remove8,true_class_to_control_pred,2,label_Hcc,7,label_Wqq,8,256,0.03125
random_remove8,true_class_to_control_pred,3,label_Hgg,2,label_Hcc,8,256,0.03125
random_remove8,true_class_to_control_pred,0,label_QCD,2,label_Hcc,7,256,0.02734375
random_remove8,true_class_to_control_pred,1,label_Hbb,0,label_QCD,7,256,0.02734375
random_remove8,true_class_to_control_pred,4,label_H4q,0,label_QCD,6,256,0.0234375
random_remove8,true_class_to_control_pred,4,label_H4q,6,label_Zqq,6,256,0.0234375
random_remove8,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,6,256,0.0234375
random_remove8,true_class_to_control_pred,8,label_Tbqq,1,label_Hbb,6,256,0.0234375
random_remove8,true_class_to_control_pred,3,label_Hgg,8,label_Tbqq,5,256,0.01953125
random_remove8,true_class_to_control_pred,4,label_H4q,2,label_Hcc,5,256,0.01953125
random_remove8,true_class_to_control_pred,4,label_H4q,7,label_Wqq,5,256,0.01953125
random_remove8,true_class_to_control_pred,4,label_H4q,8,label_Tbqq,5,256,0.01953125
random_remove8,true_class_to_control_pred,5,label_Hqql,9,label_Tbl,5,256,0.01953125
random_remove8,true_class_to_control_pred,6,label_Zqq,2,label_Hcc,5,256,0.01953125
random_remove8,true_class_to_control_pred,1,label_Hbb,5,label_Hqql,4,256,0.015625
random_remove8,true_class_to_control_pred,2,label_Hcc,0,label_QCD,4,256,0.015625
random_remove8,true_class_to_control_pred,6,label_Zqq,1,label_Hbb,4,256,0.015625
random_remove8,true_class_to_control_pred,7,label_Wqq,8,label_Tbqq,4,256,0.015625
random_remove8,true_class_to_control_pred,8,label_Tbqq,2,label_Hcc,4,256,0.015625
random_remove8,true_class_to_control_pred,9,label_Tbl,6,label_Zqq,4,256,0.015625
random_remove8,true_class_to_control_pred,2,label_Hcc,5,label_Hqql,3,256,0.01171875
random_remove8,true_class_to_control_pred,3,label_Hgg,7,label_Wqq,3,256,0.01171875
random_remove8,true_class_to_control_pred,9,label_Tbl,2,label_Hcc,3,256,0.01171875
random_remove8,true_class_to_control_pred,9,label_Tbl,3,label_Hgg,3,256,0.01171875
random_remove8,true_class_to_control_pred,0,label_QCD,5,label_Hqql,2,256,0.0078125
random_remove8,true_class_to_control_pred,5,label_Hqql,1,label_Hbb,2,256,0.0078125
random_remove8,true_class_to_control_pred,6,label_Zqq,3,label_Hgg,2,256,0.0078125
random_remove8,true_class_to_control_pred,0,label_QCD,1,label_Hbb,1,256,0.00390625
random_remove8,true_class_to_control_pred,0,label_QCD,9,label_Tbl,1,256,0.00390625
random_remove8,true_class_to_control_pred,3,label_Hgg,5,label_Hqql,1,256,0.00390625
random_remove8,true_class_to_control_pred,4,label_H4q,1,label_Hbb,1,256,0.00390625
random_remove8,true_class_to_control_pred,7,label_Wqq,3,label_Hgg,1,256,0.00390625
random_remove8,true_class_to_control_pred,7,label_Wqq,9,label_Tbl,1,256,0.00390625
random_remove8,true_class_to_control_pred,8,label_Tbqq,3,label_Hgg,1,256,0.00390625
random_remove8,true_class_to_control_pred,8,label_Tbqq,5,label_Hqql,1,256,0.00390625
random_remove8,true_class_to_control_pred,8,label_Tbqq,6,label_Zqq,1,256,0.00390625
remove_top16,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,214,241,0.8879668049792531
remove_top16,baseline_pred_to_control_pred,9,label_Tbl,0,label_QCD,223,253,0.8814229249011858
remove_top16,baseline_pred_to_control_pred,5,label_Hqql,0,label_QCD,204,255,0.8
remove_top16,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,189,270,0.7
remove_top16,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,169,251,0.6733067729083665
remove_top16,baseline_pred_to_control_pred,3,label_Hgg,3,label_Hgg,181,280,0.6464285714285715
remove_top16,baseline_pred_to_control_pred,2,label_Hcc,0,label_QCD,121,220,0.55
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,107,243,0.4403292181069959
remove_top16,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,105,274,0.38321167883211676
remove_top16,baseline_pred_to_control_pred,8,label_Tbqq,0,label_QCD,104,273,0.38095238095238093
remove_top16,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,103,273,0.3772893772893773
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,85,243,0.3497942386831276
remove_top16,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,71,220,0.32272727272727275
remove_top16,baseline_pred_to_control_pred,4,label_H4q,3,label_Hgg,87,274,0.3175182481751825
remove_top16,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,79,274,0.28832116788321166
remove_top16,baseline_pred_to_control_pred,7,label_Wqq,3,label_Hgg,49,270,0.1814814814814815
remove_top16,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,50,280,0.17857142857142858
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,3,label_Hgg,41,243,0.16872427983539096
remove_top16,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,41,251,0.16334661354581673
remove_top16,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,44,280,0.15714285714285714
remove_top16,baseline_pred_to_control_pred,6,label_Zqq,3,label_Hgg,39,251,0.1553784860557769
remove_top16,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,36,273,0.13186813186813187
remove_top16,baseline_pred_to_control_pred,7,label_Wqq,4,label_H4q,32,270,0.11851851851851852
remove_top16,baseline_pred_to_control_pred,8,label_Tbqq,3,label_Hgg,30,273,0.10989010989010989
remove_top16,baseline_pred_to_control_pred,5,label_Hqql,3,label_Hgg,28,255,0.10980392156862745
remove_top16,baseline_pred_to_control_pred,2,label_Hcc,3,label_Hgg,23,220,0.10454545454545454
remove_top16,baseline_pred_to_control_pred,0,label_QCD,3,label_Hgg,20,241,0.08298755186721991
remove_top16,baseline_pred_to_control_pred,5,label_Hqql,4,label_H4q,20,255,0.0784313725490196
remove_top16,baseline_pred_to_control_pred,9,label_Tbl,3,label_Hgg,16,253,0.06324110671936758
remove_top16,baseline_pred_to_control_pred,9,label_Tbl,4,label_H4q,9,253,0.03557312252964427
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,7,243,0.02880658436213992
remove_top16,baseline_pred_to_control_pred,0,label_QCD,8,label_Tbqq,5,241,0.02074688796680498
remove_top16,baseline_pred_to_control_pred,3,label_Hgg,8,label_Tbqq,5,280,0.017857142857142856
remove_top16,baseline_pred_to_control_pred,2,label_Hcc,1,label_Hbb,3,220,0.013636363636363636
remove_top16,baseline_pred_to_control_pred,9,label_Tbl,8,label_Tbqq,3,253,0.011857707509881422
remove_top16,baseline_pred_to_control_pred,2,label_Hcc,8,label_Tbqq,2,220,0.00909090909090909
remove_top16,baseline_pred_to_control_pred,9,label_Tbl,1,label_Hbb,2,253,0.007905138339920948
remove_top16,baseline_pred_to_control_pred,5,label_Hqql,8,label_Tbqq,2,255,0.00784313725490196
remove_top16,baseline_pred_to_control_pred,4,label_H4q,8,label_Tbqq,2,274,0.0072992700729927005
remove_top16,baseline_pred_to_control_pred,0,label_QCD,4,label_H4q,1,241,0.004149377593360996
remove_top16,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,1,241,0.004149377593360996
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,1,243,0.00411522633744856
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,1,243,0.00411522633744856
remove_top16,baseline_pred_to_control_pred,1,label_Hbb,8,label_Tbqq,1,243,0.00411522633744856
remove_top16,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,1,251,0.00398406374501992
remove_top16,baseline_pred_to_control_pred,6,label_Zqq,8,label_Tbqq,1,251,0.00398406374501992
remove_top16,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,1,255,0.00392156862745098
remove_top16,baseline_pred_to_control_pred,4,label_H4q,2,label_Hcc,1,274,0.0036496350364963502
remove_top16,true_class_to_control_pred,9,label_Tbl,0,label_QCD,224,256,0.875
remove_top16,true_class_to_control_pred,0,label_QCD,0,label_QCD,210,256,0.8203125
remove_top16,true_class_to_control_pred,5,label_Hqql,0,label_QCD,205,256,0.80078125
remove_top16,true_class_to_control_pred,7,label_Wqq,0,label_QCD,183,256,0.71484375
remove_top16,true_class_to_control_pred,6,label_Zqq,0,label_QCD,170,256,0.6640625
remove_top16,true_class_to_control_pred,3,label_Hgg,3,label_Hgg,164,256,0.640625
remove_top16,true_class_to_control_pred,2,label_Hcc,0,label_QCD,134,256,0.5234375
remove_top16,true_class_to_control_pred,1,label_Hbb,4,label_H4q,111,256,0.43359375
remove_top16,true_class_to_control_pred,8,label_Tbqq,4,label_H4q,103,256,0.40234375
remove_top16,true_class_to_control_pred,8,label_Tbqq,0,label_QCD,98,256,0.3828125
remove_top16,true_class_to_control_pred,4,label_H4q,4,label_H4q,94,256,0.3671875
remove_top16,true_class_to_control_pred,1,label_Hbb,0,label_QCD,85,256,0.33203125
remove_top16,true_class_to_control_pred,4,label_H4q,0,label_QCD,79,256,0.30859375
remove_top16,true_class_to_control_pred,4,label_H4q,3,label_Hgg,78,256,0.3046875
remove_top16,true_class_to_control_pred,2,label_Hcc,4,label_H4q,75,256,0.29296875
remove_top16,true_class_to_control_pred,1,label_Hbb,3,label_Hgg,51,256,0.19921875
remove_top16,true_class_to_control_pred,3,label_Hgg,0,label_QCD,50,256,0.1953125
remove_top16,true_class_to_control_pred,6,label_Zqq,4,label_H4q,44,256,0.171875
remove_top16,true_class_to_control_pred,7,label_Wqq,3,label_Hgg,43,256,0.16796875
remove_top16,true_class_to_control_pred,6,label_Zqq,3,label_Hgg,42,256,0.1640625
remove_top16,true_class_to_control_pred,2,label_Hcc,3,label_Hgg,39,256,0.15234375
remove_top16,true_class_to_control_pred,3,label_Hgg,4,label_H4q,39,256,0.15234375
remove_top16,true_class_to_control_pred,8,label_Tbqq,8,label_Tbqq,31,256,0.12109375
remove_top16,true_class_to_control_pred,5,label_Hqql,3,label_Hgg,29,256,0.11328125
remove_top16,true_class_to_control_pred,0,label_QCD,3,label_Hgg,28,256,0.109375
remove_top16,true_class_to_control_pred,7,label_Wqq,4,label_H4q,26,256,0.1015625
remove_top16,true_class_to_control_pred,8,label_Tbqq,3,label_Hgg,23,256,0.08984375
remove_top16,true_class_to_control_pred,5,label_Hqql,4,label_H4q,20,256,0.078125
remove_top16,true_class_to_control_pred,9,label_Tbl,3,label_Hgg,17,256,0.06640625
remove_top16,true_class_to_control_pred,0,label_QCD,4,label_H4q,12,256,0.046875
remove_top16,true_class_to_control_pred,9,label_Tbl,4,label_H4q,9,256,0.03515625
remove_top16,true_class_to_control_pred,1,label_Hbb,1,label_Hbb,7,256,0.02734375
remove_top16,true_class_to_control_pred,2,label_Hcc,8,label_Tbqq,6,256,0.0234375
remove_top16,true_class_to_control_pred,0,label_QCD,8,label_Tbqq,5,256,0.01953125
remove_top16,true_class_to_control_pred,7,label_Wqq,8,label_Tbqq,4,256,0.015625
remove_top16,true_class_to_control_pred,9,label_Tbl,8,label_Tbqq,4,256,0.015625
remove_top16,true_class_to_control_pred,4,label_H4q,8,label_Tbqq,3,256,0.01171875
remove_top16,true_class_to_control_pred,1,label_Hbb,8,label_Tbqq,2,256,0.0078125
remove_top16,true_class_to_control_pred,4,label_H4q,2,label_Hcc,2,256,0.0078125
remove_top16,true_class_to_control_pred,9,label_Tbl,1,label_Hbb,2,256,0.0078125
remove_top16,true_class_to_control_pred,0,label_QCD,7,label_Wqq,1,256,0.00390625
remove_top16,true_class_to_control_pred,2,label_Hcc,1,label_Hbb,1,256,0.00390625
remove_top16,true_class_to_control_pred,2,label_Hcc,6,label_Zqq,1,256,0.00390625
remove_top16,true_class_to_control_pred,3,label_Hgg,1,label_Hbb,1,256,0.00390625
remove_top16,true_class_to_control_pred,3,label_Hgg,6,label_Zqq,1,256,0.00390625
remove_top16,true_class_to_control_pred,3,label_Hgg,8,label_Tbqq,1,256,0.00390625
remove_top16,true_class_to_control_pred,5,label_Hqql,5,label_Hqql,1,256,0.00390625
remove_top16,true_class_to_control_pred,5,label_Hqql,8,label_Tbqq,1,256,0.00390625
remove_top16,true_class_to_control_pred,8,label_Tbqq,1,label_Hbb,1,256,0.00390625
keep_top16,baseline_pred_to_control_pred,5,label_Hqql,5,label_Hqql,254,255,0.996078431372549
keep_top16,baseline_pred_to_control_pred,7,label_Wqq,7,label_Wqq,249,270,0.9222222222222223
keep_top16,baseline_pred_to_control_pred,9,label_Tbl,9,label_Tbl,217,253,0.857707509881423
keep_top16,baseline_pred_to_control_pred,4,label_H4q,4,label_H4q,209,274,0.7627737226277372
keep_top16,baseline_pred_to_control_pred,0,label_QCD,0,label_QCD,164,241,0.6804979253112033
keep_top16,baseline_pred_to_control_pred,2,label_Hcc,2,label_Hcc,126,220,0.5727272727272728
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,4,label_H4q,135,280,0.48214285714285715
keep_top16,baseline_pred_to_control_pred,6,label_Zqq,6,label_Zqq,120,251,0.47808764940239046
keep_top16,baseline_pred_to_control_pred,8,label_Tbqq,4,label_H4q,123,273,0.45054945054945056
keep_top16,baseline_pred_to_control_pred,6,label_Zqq,7,label_Wqq,113,251,0.450199203187251
keep_top16,baseline_pred_to_control_pred,8,label_Tbqq,8,label_Tbqq,119,273,0.4358974358974359
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,1,label_Hbb,65,243,0.2674897119341564
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,2,label_Hcc,56,243,0.23045267489711935
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,7,label_Wqq,63,280,0.225
keep_top16,baseline_pred_to_control_pred,2,label_Hcc,6,label_Zqq,46,220,0.20909090909090908
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,6,label_Zqq,46,243,0.18930041152263374
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,6,label_Zqq,46,280,0.16428571428571428
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,4,label_H4q,39,243,0.16049382716049382
keep_top16,baseline_pred_to_control_pred,0,label_QCD,7,label_Wqq,36,241,0.14937759336099585
keep_top16,baseline_pred_to_control_pred,9,label_Tbl,5,label_Hqql,36,253,0.1422924901185771
keep_top16,baseline_pred_to_control_pred,4,label_H4q,7,label_Wqq,37,274,0.13503649635036497
keep_top16,baseline_pred_to_control_pred,2,label_Hcc,4,label_H4q,29,220,0.1318181818181818
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,7,label_Wqq,18,243,0.07407407407407407
keep_top16,baseline_pred_to_control_pred,0,label_QCD,4,label_H4q,17,241,0.07053941908713693
keep_top16,baseline_pred_to_control_pred,2,label_Hcc,7,label_Wqq,14,220,0.06363636363636363
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,2,label_Hcc,16,280,0.05714285714285714
keep_top16,baseline_pred_to_control_pred,4,label_H4q,6,label_Zqq,15,274,0.05474452554744526
keep_top16,baseline_pred_to_control_pred,8,label_Tbqq,2,label_Hcc,14,273,0.05128205128205128
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,0,label_QCD,13,280,0.04642857142857143
keep_top16,baseline_pred_to_control_pred,0,label_QCD,6,label_Zqq,11,241,0.04564315352697095
keep_top16,baseline_pred_to_control_pred,7,label_Wqq,0,label_QCD,10,270,0.037037037037037035
keep_top16,baseline_pred_to_control_pred,7,label_Wqq,6,label_Zqq,10,270,0.037037037037037035
keep_top16,baseline_pred_to_control_pred,6,label_Zqq,0,label_QCD,9,251,0.035856573705179286
keep_top16,baseline_pred_to_control_pred,0,label_QCD,2,label_Hcc,8,241,0.03319502074688797
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,5,label_Hqql,8,243,0.03292181069958848
keep_top16,baseline_pred_to_control_pred,8,label_Tbqq,7,label_Wqq,8,273,0.029304029304029304
keep_top16,baseline_pred_to_control_pred,4,label_H4q,5,label_Hqql,8,274,0.029197080291970802
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,0,label_QCD,6,243,0.024691358024691357
keep_top16,baseline_pred_to_control_pred,1,label_Hbb,9,label_Tbl,5,243,0.0205761316872428
keep_top16,baseline_pred_to_control_pred,4,label_H4q,0,label_QCD,5,274,0.01824817518248175
keep_top16,baseline_pred_to_control_pred,3,label_Hgg,5,label_Hqql,5,280,0.017857142857142856
keep_top16,baseline_pred_to_control_pred,0,label_QCD,8,label_Tbqq,4,241,0.016597510373443983
keep_top16,baseline_pred_to_control_pred,6,label_Zqq,4,label_H4q,4,251,0.01593625498007968
