record_id,role_guess,read_flow,write_flow,primitive_slot_flow,primitive_family_flow,primitive_origin_flow,slot_transition_flow,primitive_transition_flow,slot_composition_flow,target_kind,primitive_count
mod.blocks.5.attn.h6.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> DCTHigh -> DCTMid -> MinedResidualBlockMean8 -> ShiftLeft4 -> BlockAvg32 -> BlockAvg2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> spectral -> spectral -> block_mined -> shift -> block -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->DCTHigh -> DCTHigh->DCTMid -> DCTMid->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftLeft4 -> ShiftLeft4->BlockAvg32 -> BlockAvg32->BlockAvg2,+66.91*MinedResidualSVD0 + +58.04*MinedResidualSVD1 + +46.46*MinedResidualSVD2 + +41.47*MinedResidualSVD3 + +14.06*MinedResidualBlockMean4 + +6.174*MinedResidualToeplitzAvg + -3.011*DCTHigh + +1.351*DCTMid + -2.008*MinedResidualBlockMean8 + +1.235*ShiftLeft4 + -1.205*BlockAvg32 + +1.418*BlockAvg2,attention_vo,12
mod.blocks.5.attn.h7.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> Reverse -> ShiftLeft1 -> DCTLow -> BlockAvg8 -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> permutation -> shift -> spectral -> block -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->Reverse -> Reverse->ShiftLeft1 -> ShiftLeft1->DCTLow -> DCTLow->BlockAvg8 -> BlockAvg8->MinedResidualBlockMean8,+14.56*MinedResidualSVD0 + +8.951*MinedResidualSVD1 + +8.272*MinedResidualSVD2 + +7.872*MinedResidualSVD3 + +3.347*MinedResidualBlockMean4 + +1.158*MinedResidualToeplitzAvg + +0.4188*Identity + +0.158*Reverse + +0.158*ShiftLeft1 + -0.4163*DCTLow + +0.3053*BlockAvg8 + -0.1129*MinedResidualBlockMean8,attention_qk,12
mod.blocks.5.attn.h7.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> ShiftRight1 -> ShiftLeft1 -> ShiftRight4 -> ShiftLeft8 -> BlockAvg8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> shift -> shift -> shift -> shift -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight1 -> ShiftRight1->ShiftLeft1 -> ShiftLeft1->ShiftRight4 -> ShiftRight4->ShiftLeft8 -> ShiftLeft8->BlockAvg8,+70.75*MinedResidualSVD0 + +67.28*MinedResidualSVD1 + +59.64*MinedResidualSVD2 + +54.02*MinedResidualSVD3 + +18.91*MinedResidualBlockMean4 + +8.128*MinedResidualToeplitzAvg + -2.847*MinedResidualBlockMean8 + -1.166*ShiftRight1 + -1.075*ShiftLeft1 + +1.341*ShiftRight4 + +1.068*ShiftLeft8 + -0.9079*BlockAvg8,attention_vo,12
mod.blocks.5.fc1.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.5.fc2.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.6.attn.h0.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> ShiftRight8 -> ShiftRight4 -> MinedResidualBlockMean16 -> ShiftRight2 -> ShiftLeft8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> shift -> shift -> block_mined -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->ShiftRight8 -> ShiftRight8->ShiftRight4 -> ShiftRight4->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftRight2 -> ShiftRight2->ShiftLeft8,+13.74*MinedResidualSVD0 + +11.92*MinedResidualSVD1 + +9.789*MinedResidualSVD2 + +8.792*MinedResidualSVD3 + +3.323*MinedResidualBlockMean4 + +1.419*MinedResidualToeplitzAvg + -0.9444*Identity + -0.2884*ShiftRight8 + -0.1846*ShiftRight4 + +0.1889*MinedResidualBlockMean16 + -0.1724*ShiftRight2 + -0.1686*ShiftLeft8,attention_qk,12
mod.blocks.6.attn.h0.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftRight1 -> MinedResidualBlockMean32 -> RampDiag -> BlockAvg64 -> ShiftLeft4 -> MeanProject,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> diagonal -> block -> shift -> global,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight1 -> ShiftRight1->MinedResidualBlockMean32 -> MinedResidualBlockMean32->RampDiag -> RampDiag->BlockAvg64 -> BlockAvg64->ShiftLeft4 -> ShiftLeft4->MeanProject,+67.35*MinedResidualSVD0 + +57.99*MinedResidualSVD1 + +54.45*MinedResidualSVD2 + +48.37*MinedResidualSVD3 + +16.01*MinedResidualBlockMean4 + +5.938*MinedResidualToeplitzAvg + +1.281*ShiftRight1 + -1.139*MinedResidualBlockMean32 + +0.9152*RampDiag + +1.609*BlockAvg64 + -0.6345*ShiftLeft4 + -1.228*MeanProject,attention_vo,12
mod.blocks.6.attn.h1.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft1 -> MinedResidualBlockMean32 -> DCTLow -> GraphRingRW -> Reverse -> BlockAvg64,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> spectral -> graph -> permutation -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft1 -> ShiftLeft1->MinedResidualBlockMean32 -> MinedResidualBlockMean32->DCTLow -> DCTLow->GraphRingRW -> GraphRingRW->Reverse -> Reverse->BlockAvg64,+9.407*MinedResidualSVD0 + +7.511*MinedResidualSVD1 + +6.788*MinedResidualSVD2 + +6.141*MinedResidualSVD3 + +3.098*MinedResidualBlockMean4 + +1.199*MinedResidualToeplitzAvg + +0.2937*ShiftLeft1 + -0.1827*MinedResidualBlockMean32 + -0.3366*DCTLow + +0.2042*GraphRingRW + -0.1253*Reverse + +0.1361*BlockAvg64,attention_qk,12
mod.blocks.6.attn.h1.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft4 -> ShiftLeft1 -> ShiftLeft8 -> ShiftRight4 -> MinedResidualBlockMean16 -> MinedResidualBlockMean32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> shift -> shift -> shift -> block_mined -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> mined_from_target -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft4 -> ShiftLeft4->ShiftLeft1 -> ShiftLeft1->ShiftLeft8 -> ShiftLeft8->ShiftRight4 -> ShiftRight4->MinedResidualBlockMean16 -> MinedResidualBlockMean16->MinedResidualBlockMean32,+81.97*MinedResidualSVD0 + +80.97*MinedResidualSVD1 + +75.3*MinedResidualSVD2 + +73.89*MinedResidualSVD3 + +25.46*MinedResidualBlockMean4 + +11.02*MinedResidualToeplitzAvg + +2.685*ShiftLeft4 + +2.565*ShiftLeft1 + +2.044*ShiftLeft8 + +1.349*ShiftRight4 + +2.28*MinedResidualBlockMean16 + -2.041*MinedResidualBlockMean32,attention_vo,12
mod.blocks.6.attn.h2.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> ShiftLeft2 -> RampDiag -> DCTMid -> MinedResidualBlockMean32 -> ShiftRight1,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> shift -> diagonal -> spectral -> block_mined -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> mined_from_target -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->ShiftLeft2 -> ShiftLeft2->RampDiag -> RampDiag->DCTMid -> DCTMid->MinedResidualBlockMean32 -> MinedResidualBlockMean32->ShiftRight1,+11.48*MinedResidualSVD0 + +9.799*MinedResidualSVD1 + +9.589*MinedResidualSVD2 + +9.248*MinedResidualSVD3 + +3.748*MinedResidualBlockMean4 + +1.816*MinedResidualToeplitzAvg + +1.599*Identity + +0.3104*ShiftLeft2 + +0.2653*RampDiag + -0.4043*DCTMid + -0.1956*MinedResidualBlockMean32 + +0.1667*ShiftRight1,attention_qk,12
mod.blocks.6.attn.h2.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg16 -> DiffBackward -> Reverse -> ShiftLeft8 -> ShiftRight4 -> MeanProject,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> difference -> permutation -> shift -> shift -> global,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg16 -> BlockAvg16->DiffBackward -> DiffBackward->Reverse -> Reverse->ShiftLeft8 -> ShiftLeft8->ShiftRight4 -> ShiftRight4->MeanProject,+97.33*MinedResidualSVD0 + +82.56*MinedResidualSVD1 + +61.93*MinedResidualSVD2 + +55.88*MinedResidualSVD3 + +16.15*MinedResidualBlockMean4 + +6.486*MinedResidualToeplitzAvg + +3.303*BlockAvg16 + -1.391*DiffBackward + +1.351*Reverse + -1.115*ShiftLeft8 + -1.105*ShiftRight4 + -1.075*MeanProject,attention_vo,12
mod.blocks.6.attn.h3.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft4 -> MinedResidualBlockMean8 -> DiffBackward -> Reverse -> ShiftRight2 -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> difference -> permutation -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft4 -> ShiftLeft4->MinedResidualBlockMean8 -> MinedResidualBlockMean8->DiffBackward -> DiffBackward->Reverse -> Reverse->ShiftRight2 -> ShiftRight2->ShiftRight8,+10.33*MinedResidualSVD0 + +9.481*MinedResidualSVD1 + +9.079*MinedResidualSVD2 + +8.009*MinedResidualSVD3 + +2.372*MinedResidualBlockMean4 + +1.158*MinedResidualToeplitzAvg + -0.3737*ShiftLeft4 + +0.2956*MinedResidualBlockMean8 + -0.1815*DiffBackward + +0.1733*Reverse + -0.1248*ShiftRight2 + +0.1133*ShiftRight8,attention_qk,12
mod.blocks.6.attn.h3.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft4 -> ShiftRight4 -> MinedResidualBlockMean8 -> BlockAvg32 -> MeanProject -> ShiftLeft2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> shift -> block_mined -> block -> global -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft4 -> ShiftLeft4->ShiftRight4 -> ShiftRight4->MinedResidualBlockMean8 -> MinedResidualBlockMean8->BlockAvg32 -> BlockAvg32->MeanProject -> MeanProject->ShiftLeft2,+52*MinedResidualSVD0 + +40.39*MinedResidualSVD1 + +40.12*MinedResidualSVD2 + +36.09*MinedResidualSVD3 + +10.2*MinedResidualBlockMean4 + +4.795*MinedResidualToeplitzAvg + +1.769*ShiftLeft4 + -1.672*ShiftRight4 + -1.086*MinedResidualBlockMean8 + +0.9969*BlockAvg32 + -0.7439*MeanProject + +0.5693*ShiftLeft2,attention_vo,12
mod.blocks.6.attn.h4.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> ShiftRight8 -> BlockAvg16 -> Reverse -> ShiftRight2 -> MinedResidualBlockMean16,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> shift -> block -> permutation -> shift -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->ShiftRight8 -> ShiftRight8->BlockAvg16 -> BlockAvg16->Reverse -> Reverse->ShiftRight2 -> ShiftRight2->MinedResidualBlockMean16,+12.62*MinedResidualSVD0 + +10.86*MinedResidualSVD1 + +9.763*MinedResidualSVD2 + +8.213*MinedResidualSVD3 + +3.863*MinedResidualBlockMean4 + +1.692*MinedResidualToeplitzAvg + -0.8586*Identity + +0.2775*ShiftRight8 + -0.3222*BlockAvg16 + +0.2009*Reverse + +0.1994*ShiftRight2 + +0.1897*MinedResidualBlockMean16,attention_qk,12
mod.blocks.6.attn.h4.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Reverse -> DCTHigh -> ShiftRight8 -> ShiftLeft8 -> ShiftLeft1 -> BlockAvg32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> permutation -> spectral -> shift -> shift -> shift -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Reverse -> Reverse->DCTHigh -> DCTHigh->ShiftRight8 -> ShiftRight8->ShiftLeft8 -> ShiftLeft8->ShiftLeft1 -> ShiftLeft1->BlockAvg32,+44.63*MinedResidualSVD0 + +43.47*MinedResidualSVD1 + +34.29*MinedResidualSVD2 + +32.44*MinedResidualSVD3 + +8.927*MinedResidualBlockMean4 + +5.177*MinedResidualToeplitzAvg + +1.187*Reverse + +1.011*DCTHigh + +0.7145*ShiftRight8 + -0.5294*ShiftLeft8 + +0.6851*ShiftLeft1 + -0.5957*BlockAvg32,attention_vo,12
mod.blocks.6.attn.h5.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> BlockAvg64 -> ShiftRight2 -> ShiftLeft8 -> MeanProject -> ShiftLeft1 -> ShiftRight4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block -> shift -> shift -> global -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg64 -> BlockAvg64->ShiftRight2 -> ShiftRight2->ShiftLeft8 -> ShiftLeft8->MeanProject -> MeanProject->ShiftLeft1 -> ShiftLeft1->ShiftRight4,+9.268*MinedResidualSVD0 + +8.076*MinedResidualSVD1 + +7.991*MinedResidualSVD2 + +7.475*MinedResidualSVD3 + +3.226*MinedResidualBlockMean4 + +1.753*MinedResidualToeplitzAvg + -0.7167*BlockAvg64 + -0.3717*ShiftRight2 + +0.2595*ShiftLeft8 + +0.4905*MeanProject + -0.2218*ShiftLeft1 + -0.204*ShiftRight4,attention_qk,12
mod.blocks.6.attn.h5.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Reverse -> DCTMid -> BlockAvg2 -> DiffBackward -> Blur3 -> BlockAvg8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> permutation -> spectral -> block -> difference -> smooth -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Reverse -> Reverse->DCTMid -> DCTMid->BlockAvg2 -> BlockAvg2->DiffBackward -> DiffBackward->Blur3 -> Blur3->BlockAvg8,+81.39*MinedResidualSVD0 + +77.45*MinedResidualSVD1 + +58.79*MinedResidualSVD2 + +56.11*MinedResidualSVD3 + +12.26*MinedResidualBlockMean4 + +7.503*MinedResidualToeplitzAvg + -2.511*Reverse + +0.3098*DCTMid + -4.616*BlockAvg2 + +2.05*DiffBackward + +5.163*Blur3 + -1.59*BlockAvg8,attention_vo,12
mod.blocks.6.attn.h6.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> MinedResidualBlockMean8 -> ShiftLeft4 -> ShiftRight2 -> DCTMid -> MinedResidualBlockMean32,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> block_mined -> shift -> shift -> spectral -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftLeft4 -> ShiftLeft4->ShiftRight2 -> ShiftRight2->DCTMid -> DCTMid->MinedResidualBlockMean32,+10.91*MinedResidualSVD0 + +9.879*MinedResidualSVD1 + +8.791*MinedResidualSVD2 + +8.398*MinedResidualSVD3 + +3.659*MinedResidualBlockMean4 + +1.313*MinedResidualToeplitzAvg + +1.145*Identity + +0.5646*MinedResidualBlockMean8 + -0.3705*ShiftLeft4 + +0.2337*ShiftRight2 + -0.2814*DCTMid + -0.1925*MinedResidualBlockMean32,attention_qk,12
