record_id,role_guess,read_flow,write_flow,primitive_slot_flow,primitive_family_flow,primitive_origin_flow,slot_transition_flow,primitive_transition_flow,slot_composition_flow,target_kind,primitive_count
mod.blocks.4.attn.h6.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> GraphRingRW -> MinedResidualBlockMean8 -> ShiftRight4 -> ShiftLeft8 -> BlockAvg16 -> BlockAvg2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> graph -> block_mined -> shift -> shift -> block -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->GraphRingRW -> GraphRingRW->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight4 -> ShiftRight4->ShiftLeft8 -> ShiftLeft8->BlockAvg16 -> BlockAvg16->BlockAvg2,+9.146*MinedResidualSVD0 + +9.074*MinedResidualSVD1 + +8.224*MinedResidualSVD2 + +7.228*MinedResidualSVD3 + +3.434*MinedResidualBlockMean4 + +1.481*MinedResidualToeplitzAvg + +1.107*GraphRingRW + -0.3906*MinedResidualBlockMean8 + -0.2445*ShiftRight4 + +0.1881*ShiftLeft8 + -0.2137*BlockAvg16 + -0.4074*BlockAvg2,attention_qk,12
mod.blocks.4.attn.h6.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> ShiftRight8 -> MinedResidualBlockMean8 -> ShiftRight2 -> DiffBackward -> ShiftLeft2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> shift -> block_mined -> shift -> difference -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftRight8 -> ShiftRight8->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight2 -> ShiftRight2->DiffBackward -> DiffBackward->ShiftLeft2,+84.32*MinedResidualSVD0 + +71.27*MinedResidualSVD1 + +61.23*MinedResidualSVD2 + +57.42*MinedResidualSVD3 + +21.8*MinedResidualBlockMean4 + +9.359*MinedResidualToeplitzAvg + -1.496*MinedResidualBlockMean16 + +1.42*ShiftRight8 + -1.925*MinedResidualBlockMean8 + -1.158*ShiftRight2 + -0.9918*DiffBackward + -0.652*ShiftLeft2,attention_vo,12
mod.blocks.4.attn.h7.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> Identity -> MinedResidualToeplitzAvg -> ShiftRight1 -> Reverse -> RampDiag -> MinedResidualBlockMean8 -> PrefixMean,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> diagonal -> toeplitz -> shift -> permutation -> diagonal -> block_mined -> prefix,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> mined_from_target -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->Identity -> Identity->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight1 -> ShiftRight1->Reverse -> Reverse->RampDiag -> RampDiag->MinedResidualBlockMean8 -> MinedResidualBlockMean8->PrefixMean,+17.98*MinedResidualSVD0 + +12.64*MinedResidualSVD1 + +11.08*MinedResidualSVD2 + +8.375*MinedResidualSVD3 + +2.607*MinedResidualBlockMean4 + +1.511*Identity + +1.045*MinedResidualToeplitzAvg + -0.2863*ShiftRight1 + +0.2146*Reverse + -0.1775*RampDiag + +0.2129*MinedResidualBlockMean8 + +0.1908*PrefixMean,attention_qk,12
mod.blocks.4.attn.h7.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft4 -> Identity -> MinedResidualBlockMean8 -> ShiftLeft8 -> ShiftRight2 -> PrefixMean,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> diagonal -> block_mined -> shift -> shift -> prefix,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft4 -> ShiftLeft4->Identity -> Identity->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftLeft8 -> ShiftLeft8->ShiftRight2 -> ShiftRight2->PrefixMean,+81.53*MinedResidualSVD0 + +79.42*MinedResidualSVD1 + +72.61*MinedResidualSVD2 + +66.32*MinedResidualSVD3 + +26.43*MinedResidualBlockMean4 + +11.42*MinedResidualToeplitzAvg + +2.607*ShiftLeft4 + -2.034*Identity + -2.977*MinedResidualBlockMean8 + +2.238*ShiftLeft8 + +2.109*ShiftRight2 + -1.595*PrefixMean,attention_vo,12
mod.blocks.4.fc1.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.4.fc2.LinearW,linear_projection,module_input,module_output,,,,OMP_selection_order,,,linear,0
mod.blocks.5.attn.h0.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> BlockAvg64 -> ShiftLeft8 -> MinedResidualBlockMean16 -> ShiftLeft2 -> GraphRingRW,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> block -> shift -> block_mined -> shift -> graph,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->BlockAvg64 -> BlockAvg64->ShiftLeft8 -> ShiftLeft8->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft2 -> ShiftLeft2->GraphRingRW,+14.55*MinedResidualSVD0 + +12.54*MinedResidualSVD1 + +11.61*MinedResidualSVD2 + +10.38*MinedResidualSVD3 + +3.62*MinedResidualBlockMean4 + +1.495*MinedResidualToeplitzAvg + +0.6577*MinedResidualBlockMean8 + +0.3669*BlockAvg64 + -0.2773*ShiftLeft8 + -0.3092*MinedResidualBlockMean16 + +0.2093*ShiftLeft2 + -0.2076*GraphRingRW,attention_qk,12
mod.blocks.5.attn.h0.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft8 -> MinedResidualBlockMean8 -> ShiftRight4 -> DiffForward -> ShiftRight8 -> BlockAvg16,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block_mined -> shift -> difference -> shift -> block,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft8 -> ShiftLeft8->MinedResidualBlockMean8 -> MinedResidualBlockMean8->ShiftRight4 -> ShiftRight4->DiffForward -> DiffForward->ShiftRight8 -> ShiftRight8->BlockAvg16,+78.49*MinedResidualSVD0 + +68.52*MinedResidualSVD1 + +62.42*MinedResidualSVD2 + +61.44*MinedResidualSVD3 + +17.07*MinedResidualBlockMean4 + +9.458*MinedResidualToeplitzAvg + +1.468*ShiftLeft8 + -1.747*MinedResidualBlockMean8 + -0.9551*ShiftRight4 + -0.9652*DiffForward + +0.7414*ShiftRight8 + -0.7536*BlockAvg16,attention_vo,12
mod.blocks.5.attn.h1.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> MinedResidualBlockMean8 -> MinedResidualBlockMean16 -> RampDiag -> ShiftLeft1 -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> block_mined -> block_mined -> diagonal -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> mined_from_target -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->MinedResidualBlockMean8 -> MinedResidualBlockMean8->MinedResidualBlockMean16 -> MinedResidualBlockMean16->RampDiag -> RampDiag->ShiftLeft1 -> ShiftLeft1->ShiftRight8,+8.658*MinedResidualSVD0 + +6.989*MinedResidualSVD1 + +6.686*MinedResidualSVD2 + +5.972*MinedResidualSVD3 + +1.674*MinedResidualBlockMean4 + +0.7776*MinedResidualToeplitzAvg + +0.3991*Identity + -0.3603*MinedResidualBlockMean8 + +0.2309*MinedResidualBlockMean16 + +0.1582*RampDiag + -0.1358*ShiftLeft1 + +0.1293*ShiftRight8,attention_qk,12
mod.blocks.5.attn.h1.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> RampDiag -> ShiftLeft1 -> BlockAvg8 -> BlockAvg64 -> Identity,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> diagonal -> shift -> block -> block -> diagonal,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->RampDiag -> RampDiag->ShiftLeft1 -> ShiftLeft1->BlockAvg8 -> BlockAvg8->BlockAvg64 -> BlockAvg64->Identity,+79.89*MinedResidualSVD0 + +78.3*MinedResidualSVD1 + +71.05*MinedResidualSVD2 + +60.97*MinedResidualSVD3 + +25.51*MinedResidualBlockMean4 + +9.019*MinedResidualToeplitzAvg + -4.185*MinedResidualBlockMean8 + +2.551*RampDiag + -2.899*ShiftLeft1 + +3.704*BlockAvg8 + -2.395*BlockAvg64 + -2.168*Identity,attention_vo,12
mod.blocks.5.attn.h2.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> MinedResidualBlockMean16 -> ShiftLeft1 -> ShiftRight4 -> DCTLow -> ShiftLeft4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> block_mined -> shift -> shift -> spectral -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft1 -> ShiftLeft1->ShiftRight4 -> ShiftRight4->DCTLow -> DCTLow->ShiftLeft4,+9.804*MinedResidualSVD0 + +8.145*MinedResidualSVD1 + +7.657*MinedResidualSVD2 + +6.839*MinedResidualSVD3 + +3.139*MinedResidualBlockMean4 + +1.288*MinedResidualToeplitzAvg + +0.651*Identity + -0.3884*MinedResidualBlockMean16 + -0.4684*ShiftLeft1 + -0.3806*ShiftRight4 + +0.4678*DCTLow + -0.1694*ShiftLeft4,attention_qk,12
mod.blocks.5.attn.h2.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftRight8 -> BlockAvg2 -> DCTLow -> MinedResidualBlockMean16 -> ShiftLeft4 -> ShiftLeft8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> block -> spectral -> block_mined -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftRight8 -> ShiftRight8->BlockAvg2 -> BlockAvg2->DCTLow -> DCTLow->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft4 -> ShiftLeft4->ShiftLeft8,+90.25*MinedResidualSVD0 + +85.66*MinedResidualSVD1 + +80.39*MinedResidualSVD2 + +73.5*MinedResidualSVD3 + +22.38*MinedResidualBlockMean4 + +11.22*MinedResidualToeplitzAvg + -2.635*ShiftRight8 + -4.895*BlockAvg2 + +4.834*DCTLow + +2.637*MinedResidualBlockMean16 + -1.874*ShiftLeft4 + -1.714*ShiftLeft8,attention_vo,12
mod.blocks.5.attn.h3.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> BlockAvg2 -> ShiftRight8 -> DiffForward -> ShiftLeft8 -> ShiftRight1,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> block -> shift -> difference -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->BlockAvg2 -> BlockAvg2->ShiftRight8 -> ShiftRight8->DiffForward -> DiffForward->ShiftLeft8 -> ShiftLeft8->ShiftRight1,+10.04*MinedResidualSVD0 + +8.219*MinedResidualSVD1 + +7.728*MinedResidualSVD2 + +7.082*MinedResidualSVD3 + +2.312*MinedResidualBlockMean4 + +1.099*MinedResidualToeplitzAvg + -0.2002*MinedResidualBlockMean16 + -0.2743*BlockAvg2 + +0.1729*ShiftRight8 + +0.1648*DiffForward + +0.1191*ShiftLeft8 + +0.1262*ShiftRight1,attention_qk,12
mod.blocks.5.attn.h3.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean16 -> ShiftLeft8 -> ShiftLeft1 -> ShiftRight2 -> ShiftRight8 -> ShiftLeft4,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> shift -> shift -> shift -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean16 -> MinedResidualBlockMean16->ShiftLeft8 -> ShiftLeft8->ShiftLeft1 -> ShiftLeft1->ShiftRight2 -> ShiftRight2->ShiftRight8 -> ShiftRight8->ShiftLeft4,+71.64*MinedResidualSVD0 + +58.69*MinedResidualSVD1 + +55.09*MinedResidualSVD2 + +50.14*MinedResidualSVD3 + +15.03*MinedResidualBlockMean4 + +6.148*MinedResidualToeplitzAvg + -2.669*MinedResidualBlockMean16 + +1.563*ShiftLeft8 + +1.151*ShiftLeft1 + +1.082*ShiftRight2 + +1.07*ShiftRight8 + +1.049*ShiftLeft4,attention_vo,12
mod.blocks.5.attn.h4.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> Identity -> MinedResidualToeplitzAvg -> BlockAvg32 -> ShiftLeft4 -> MinedResidualBlockMean8 -> MeanProject -> PrefixMean,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> diagonal -> toeplitz -> block -> shift -> block_mined -> global -> prefix,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> mined_from_target -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->Identity -> Identity->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->BlockAvg32 -> BlockAvg32->ShiftLeft4 -> ShiftLeft4->MinedResidualBlockMean8 -> MinedResidualBlockMean8->MeanProject -> MeanProject->PrefixMean,+14.72*MinedResidualSVD0 + +13.13*MinedResidualSVD1 + +11.82*MinedResidualSVD2 + +10.42*MinedResidualSVD3 + +2.895*MinedResidualBlockMean4 + -1.475*Identity + +1.301*MinedResidualToeplitzAvg + -0.6038*BlockAvg32 + -0.3727*ShiftLeft4 + +0.4463*MinedResidualBlockMean8 + +0.5111*MeanProject + -0.4012*PrefixMean,attention_qk,12
mod.blocks.5.attn.h4.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> ShiftLeft2 -> ShiftRight4 -> ShiftLeft4 -> BlockAvg16 -> DCTMid -> Reverse,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> shift -> shift -> shift -> block -> spectral -> permutation,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->ShiftLeft2 -> ShiftLeft2->ShiftRight4 -> ShiftRight4->ShiftLeft4 -> ShiftLeft4->BlockAvg16 -> BlockAvg16->DCTMid -> DCTMid->Reverse,+55.16*MinedResidualSVD0 + +42.47*MinedResidualSVD1 + +40.8*MinedResidualSVD2 + +34.08*MinedResidualSVD3 + +10.68*MinedResidualBlockMean4 + +5.007*MinedResidualToeplitzAvg + +1.788*ShiftLeft2 + +2.08*ShiftRight4 + +1.594*ShiftLeft4 + -1.31*BlockAvg16 + +1.223*DCTMid + +0.8096*Reverse,attention_vo,12
mod.blocks.5.attn.h5.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Identity -> RampDiag -> BlockAvg8 -> ShiftRight1 -> ShiftLeft4 -> ShiftRight8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> diagonal -> diagonal -> block -> shift -> shift -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Identity -> Identity->RampDiag -> RampDiag->BlockAvg8 -> BlockAvg8->ShiftRight1 -> ShiftRight1->ShiftLeft4 -> ShiftLeft4->ShiftRight8,+7.872*MinedResidualSVD0 + +7.236*MinedResidualSVD1 + +7.178*MinedResidualSVD2 + +6.714*MinedResidualSVD3 + +2.94*MinedResidualBlockMean4 + +1.289*MinedResidualToeplitzAvg + +0.2033*Identity + -0.2011*RampDiag + +0.2842*BlockAvg8 + -0.1794*ShiftRight1 + -0.1468*ShiftLeft4 + -0.1351*ShiftRight8,attention_qk,12
mod.blocks.5.attn.h5.attention_vo,attention_value_write,tokens->values,residual_write,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> Reverse -> DiffForward -> BlockAvg32 -> ShiftLeft2 -> ShiftLeft4 -> MinedResidualBlockMean8,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> permutation -> difference -> block -> shift -> shift -> block_mined,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> base -> base -> base -> mined_from_target,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->Reverse -> Reverse->DiffForward -> DiffForward->BlockAvg32 -> BlockAvg32->ShiftLeft2 -> ShiftLeft2->ShiftLeft4 -> ShiftLeft4->MinedResidualBlockMean8,+85*MinedResidualSVD0 + +74.8*MinedResidualSVD1 + +67.48*MinedResidualSVD2 + +62.08*MinedResidualSVD3 + +21.23*MinedResidualBlockMean4 + +8.787*MinedResidualToeplitzAvg + -2.738*Reverse + -2.211*DiffForward + +1.89*BlockAvg32 + -1.722*ShiftLeft2 + -1.206*ShiftLeft4 + -1.568*MinedResidualBlockMean8,attention_vo,12
mod.blocks.5.attn.h6.attention_qk,attention_read_score,tokens->score,attention_weights,MinedResidualSVD0 -> MinedResidualSVD1 -> MinedResidualSVD2 -> MinedResidualSVD3 -> MinedResidualBlockMean4 -> MinedResidualToeplitzAvg -> MinedResidualBlockMean8 -> Identity -> Reverse -> MinedResidualBlockMean32 -> RampDiag -> ShiftLeft2,low_rank -> low_rank -> low_rank -> low_rank -> block_mined -> toeplitz -> block_mined -> diagonal -> permutation -> block_mined -> diagonal -> shift,mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> mined_from_target -> base -> base -> mined_from_target -> base -> base,OMP_selection_order,MinedResidualSVD0->MinedResidualSVD1 -> MinedResidualSVD1->MinedResidualSVD2 -> MinedResidualSVD2->MinedResidualSVD3 -> MinedResidualSVD3->MinedResidualBlockMean4 -> MinedResidualBlockMean4->MinedResidualToeplitzAvg -> MinedResidualToeplitzAvg->MinedResidualBlockMean8 -> MinedResidualBlockMean8->Identity -> Identity->Reverse -> Reverse->MinedResidualBlockMean32 -> MinedResidualBlockMean32->RampDiag -> RampDiag->ShiftLeft2,+12.53*MinedResidualSVD0 + +11.93*MinedResidualSVD1 + +9.627*MinedResidualSVD2 + +9.147*MinedResidualSVD3 + +3.79*MinedResidualBlockMean4 + +1.272*MinedResidualToeplitzAvg + -0.8273*MinedResidualBlockMean8 + +0.3157*Identity + +0.2814*Reverse + +0.2915*MinedResidualBlockMean32 + +0.1958*RampDiag + -0.1939*ShiftLeft2,attention_qk,12
