module_name,module_type,input_shape,output_shape,params_count,decoder_kind,reconstruction_error,accepted_exact,fail_reason,tensor_path,primitive_fit_rel_err,primitive_fit_kind,uses_target_mined_atoms,uses_shared_mined_atoms,interpretation_trusted,honesty_note,extra_json
mod.blocks.7.attn,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",49536,EXACT_DYNAMIC_OPERATOR,2.8633982651626866e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_7_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.blocks.7.post_attn_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.368974135919416e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_7_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.7.pre_fc_norm,LayerNorm,[128x8x128],128x8x128,256,EXACT_DYNAMIC_OPERATOR,8.61700897303308e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_7_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.blocks.7.act,GELU,[128x8x512],128x8x512,0,EXACT_ELEMENTWISE_FORMULA,1.1660046794759182e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_7_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.2078830599784851, ""dynamic_ratio_std"": 0.31996870040893555}"
mod.blocks.7.post_fc_norm,LayerNorm,[128x8x512],128x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.214743019152593e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_blocks_7_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.0.pre_attn_norm,LayerNorm,[129x8x128],129x8x128,256,EXACT_DYNAMIC_OPERATOR,8.853009347831176e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_0_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.0.attn,MultiheadAttention,"[1x8x128,129x8x128,129x8x128]","[1x8x128,8x1x129]",49536,EXACT_DYNAMIC_OPERATOR,1.7761605874966335e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_cls_blocks_0_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.cls_blocks.0.post_attn_norm,LayerNorm,[1x8x128],1x8x128,256,EXACT_DYNAMIC_OPERATOR,8.267611661949559e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_0_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.0.pre_fc_norm,LayerNorm,[1x8x128],1x8x128,256,EXACT_DYNAMIC_OPERATOR,8.141853413690114e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_0_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.0.act,GELU,[1x8x512],1x8x512,0,EXACT_ELEMENTWISE_FORMULA,1.1403717081748255e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_0_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.1905447542667389, ""dynamic_ratio_std"": 0.3560903072357178}"
mod.cls_blocks.0.post_fc_norm,LayerNorm,[1x8x512],1x8x512,1024,EXACT_DYNAMIC_OPERATOR,9.413161450311236e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_0_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.1.pre_attn_norm,LayerNorm,[129x8x128],129x8x128,256,EXACT_DYNAMIC_OPERATOR,8.685501029503939e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_1_pre_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.1.attn,MultiheadAttention,"[1x8x128,129x8x128,129x8x128]","[1x8x128,8x1x129]",49536,EXACT_DYNAMIC_OPERATOR,1.271155127824386e-07,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_cls_blocks_1_attn_all_heads.pt,,SEE_HEADS,False,False,True,MHA module acceptance aggregated from per-head exact checks.,{}
mod.cls_blocks.1.post_attn_norm,LayerNorm,[1x8x128],1x8x128,256,EXACT_DYNAMIC_OPERATOR,9.974540660095954e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_1_post_attn_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.1.pre_fc_norm,LayerNorm,[1x8x128],1x8x128,256,EXACT_DYNAMIC_OPERATOR,9.474920403818032e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_1_pre_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.cls_blocks.1.act,GELU,[1x8x512],1x8x512,0,EXACT_ELEMENTWISE_FORMULA,3.2005619488018056e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_1_act_activation.pt,,ELEMENTWISE_FORMULA_NOT_CONSTANT_MATRIX,False,False,True,Elementwise activation is exact formula/dynamic diagonal ratio. LOCAL_JACOBIAN is not claimed unless derivatives are computed.,"{""activation_type"": ""GELU"", ""dynamic_ratio_mean"": 0.255048543214798, ""dynamic_ratio_std"": 0.3230450451374054}"
mod.cls_blocks.1.post_fc_norm,LayerNorm,[1x8x512],1x8x512,1024,EXACT_DYNAMIC_OPERATOR,8.589823607962899e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_cls_blocks_1_post_fc_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
mod.norm,LayerNorm,[1x8x128],1x8x128,256,EXACT_DYNAMIC_OPERATOR,8.487062785889066e-08,True,,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/dynamic/mod_norm_layernorm.pt,,NOT_CONSTANT_MATRIX,False,False,True,"LayerNorm is exact dynamic affine per input, not global constant matrix.","{""eps"": 1e-05, ""dynamic_matrix_samples"": 64}"
