matrix_id,module_name,module_type,matrix_kind,shape,exact_target_kind,exact_reconstruction_error,accepted_exact,primitive_fit_kind,primitive_fit_rel_err,primitive_fit_quality,uses_target_mined_atoms,uses_shared_mined_atoms,tensor_path,honesty_note
mod.blocks.1.fc1.Linear.W,mod.blocks.1.fc1,Linear,Linear.W,512x128,linear_W,1.0815636386496408e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7872896194458008,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.1.fc1.Linear.W_aug,mod.blocks.1.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0815636386496408e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7872896194458008,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.1.fc2.Linear.W,mod.blocks.1.fc2,Linear,Linear.W,128x512,linear_W,1.206899611361223e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.838494062423706,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.1.fc2.Linear.W_aug,mod.blocks.1.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.206899611361223e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.838494062423706,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_1_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.2.fc1.Linear.W,mod.blocks.2.fc1,Linear,Linear.W,512x128,linear_W,1.0719793408497935e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7662627100944519,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.2.fc1.Linear.W_aug,mod.blocks.2.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0719793408497935e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7662627100944519,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.2.fc2.Linear.W,mod.blocks.2.fc2,Linear,Linear.W,128x512,linear_W,1.224548782374768e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8437349796295166,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.2.fc2.Linear.W_aug,mod.blocks.2.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.224548782374768e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8437349796295166,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_2_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.3.fc1.Linear.W,mod.blocks.3.fc1,Linear,Linear.W,512x128,linear_W,1.1092285490121867e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7946984171867371,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.3.fc1.Linear.W_aug,mod.blocks.3.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.1092285490121867e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7946984171867371,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.3.fc2.Linear.W,mod.blocks.3.fc2,Linear,Linear.W,128x512,linear_W,1.182736895088965e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8402003645896912,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.3.fc2.Linear.W_aug,mod.blocks.3.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.182736895088965e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8402003645896912,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_3_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.4.fc1.Linear.W,mod.blocks.4.fc1,Linear,Linear.W,512x128,linear_W,1.0982397213865625e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8044952750205994,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.4.fc1.Linear.W_aug,mod.blocks.4.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0982397213865625e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8044952750205994,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.4.fc2.Linear.W,mod.blocks.4.fc2,Linear,Linear.W,128x512,linear_W,1.238152833593631e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8370866775512695,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.4.fc2.Linear.W_aug,mod.blocks.4.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.238152833593631e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8370866775512695,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_4_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.5.fc1.Linear.W,mod.blocks.5.fc1,Linear,Linear.W,512x128,linear_W,1.0840516040389048e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8087092041969299,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.5.fc1.Linear.W_aug,mod.blocks.5.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0840516040389048e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8087092041969299,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.5.fc2.Linear.W,mod.blocks.5.fc2,Linear,Linear.W,128x512,linear_W,1.1611594885607701e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8373531103134155,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.5.fc2.Linear.W_aug,mod.blocks.5.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.1611594885607701e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8373531103134155,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_5_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.6.fc1.Linear.W,mod.blocks.6.fc1,Linear,Linear.W,512x128,linear_W,1.0708652098401217e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8105601668357849,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.6.fc1.Linear.W_aug,mod.blocks.6.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0708652098401217e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8105601668357849,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.6.fc2.Linear.W,mod.blocks.6.fc2,Linear,Linear.W,128x512,linear_W,1.1760344875710871e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.813011646270752,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.6.fc2.Linear.W_aug,mod.blocks.6.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.1760344875710871e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.813011646270752,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_6_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.7.fc1.Linear.W,mod.blocks.7.fc1,Linear,Linear.W,512x128,linear_W,1.0683521622922854e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8138210773468018,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.7.fc1.Linear.W_aug,mod.blocks.7.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.0683521622922854e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.8138210773468018,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.7.fc2.Linear.W,mod.blocks.7.fc2,Linear,Linear.W,128x512,linear_W,1.103774280863945e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7042940855026245,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.blocks.7.fc2.Linear.W_aug,mod.blocks.7.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,1.103774280863945e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7042940855026245,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_blocks_7_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.0.fc1.Linear.W,mod.cls_blocks.0.fc1,Linear,Linear.W,512x128,linear_W,1.7321400491709937e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.5246680974960327,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.0.fc1.Linear.W_aug,mod.cls_blocks.0.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.7321400491709937e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.5246680974960327,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.0.fc2.Linear.W,mod.cls_blocks.0.fc2,Linear,Linear.W,128x512,linear_W,2.868467845473788e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7384593486785889,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.0.fc2.Linear.W_aug,mod.cls_blocks.0.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,2.868467845473788e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.7384593486785889,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_0_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.1.fc1.Linear.W,mod.cls_blocks.1.fc1,Linear,Linear.W,512x128,linear_W,1.68635381214699e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.6703302264213562,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.1.fc1.Linear.W_aug,mod.cls_blocks.1.fc1,Linear,Linear.W_aug,512x129,linear_W_aug,1.68635381214699e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.6703302264213562,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc1.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.1.fc2.Linear.W,mod.cls_blocks.1.fc2,Linear,Linear.W,128x512,linear_W,2.3074079535945202e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.3613685369491577,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.cls_blocks.1.fc2.Linear.W_aug,mod.cls_blocks.1.fc2,Linear,Linear.W_aug,128x513,linear_W_aug,2.3074079535945202e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,0.3613685369491577,PRIMITIVE_EXPLANATION_WEAK,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_cls_blocks_1_fc2.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.fc.0.Linear.W,mod.fc.0,Linear,Linear.W,10x128,linear_W,1.8038177529433597e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,5.2654331739177e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_fc_0.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.fc.0.Linear.W_aug,mod.fc.0,Linear,Linear.W_aug,10x129,linear_W_aug,1.8038177529433597e-07,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,5.2654331739177e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/linear/mod_fc_0.pt,"SVD is compression/pattern fit, not human primitive interpretation."
mod.pair_embed.embed.1.Conv1d.W,mod.pair_embed.embed.1,Conv1d,Conv1d.W,64x4x1,conv1d_exact_convolution_operator,4.178942347721204e-08,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,3.431755146721116e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_1.pt,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices."
mod.pair_embed.embed.1.Conv1d.W_1x1_matrix,mod.pair_embed.embed.1,Conv1d,Conv1d.W_1x1_matrix,64x4,conv1d_1x1_channel_matrix,4.178942347721204e-08,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,3.431755146721116e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_1.pt,1x1 Conv1d exposed as channel matrix for primitive fitting.
mod.pair_embed.embed.4.Conv1d.W,mod.pair_embed.embed.4,Conv1d,Conv1d.W,64x64x1,conv1d_exact_convolution_operator,6.320010470517445e-08,True,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6378163695335388,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_4.pt,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices."
mod.pair_embed.embed.4.Conv1d.W_1x1_matrix,mod.pair_embed.embed.4,Conv1d,Conv1d.W_1x1_matrix,64x64,conv1d_1x1_channel_matrix,6.320010470517445e-08,True,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.6378163695335388,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_4.pt,1x1 Conv1d exposed as channel matrix for primitive fitting.
mod.pair_embed.embed.7.Conv1d.W,mod.pair_embed.embed.7,Conv1d,Conv1d.W,64x64x1,conv1d_exact_convolution_operator,7.323984618778923e-08,True,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7366929054260254,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_7.pt,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices."
mod.pair_embed.embed.7.Conv1d.W_1x1_matrix,mod.pair_embed.embed.7,Conv1d,Conv1d.W_1x1_matrix,64x64,conv1d_1x1_channel_matrix,7.323984618778923e-08,True,SPARSE_OMP_BASE_PLUS_TARGET_MINED,0.7366929054260254,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_7.pt,1x1 Conv1d exposed as channel matrix for primitive fitting.
mod.pair_embed.embed.10.Conv1d.W,mod.pair_embed.embed.10,Conv1d,Conv1d.W,8x64x1,conv1d_exact_convolution_operator,6.107749328521095e-08,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,6.305492661340395e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_10.pt,"Exact Conv1d replay. Primitive fit only for 1x1 conv matrix W[:,:,0]; larger kernels are exact conv operators, not simple channel matrices."
mod.pair_embed.embed.10.Conv1d.W_1x1_matrix,mod.pair_embed.embed.10,Conv1d,Conv1d.W_1x1_matrix,8x64,conv1d_1x1_channel_matrix,6.107749328521095e-08,True,APPROX_PATTERN_FIT_RECTANGULAR_SVD,6.305492661340395e-07,STRONG_INTERPRETATION,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/conv1d/mod_pair_embed_embed_10.pt,1x1 Conv1d exposed as channel matrix for primitive fitting.
mod.blocks.0.attn.h0.M_qk,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,SPARSE_OMP_OR_TARGET_MINED,0.5316261649131775,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,Attention exact matrix target; primitive fit is approximate.
mod.blocks.0.attn.h0.M_qk_aug,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk_aug,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,AUGMENTED_EXACT_TARGET,,,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,Augmented exact target exported in tensor artifact.
mod.blocks.0.attn.h0.C_vo,mod.blocks.0.attn,MultiheadAttention,Attention.head.C_vo,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,SPARSE_OMP_OR_TARGET_MINED,0.5950967669487,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,Attention exact matrix target; primitive fit is approximate.
mod.blocks.0.attn.h0.C_vo_aug,mod.blocks.0.attn,MultiheadAttention,Attention.head.C_vo_aug,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,AUGMENTED_EXACT_TARGET,,,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h0.pt,Augmented exact target exported in tensor artifact.
mod.blocks.0.attn.h1.M_qk,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,SPARSE_OMP_OR_TARGET_MINED,0.4492568075656891,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h1.pt,Attention exact matrix target; primitive fit is approximate.
mod.blocks.0.attn.h1.M_qk_aug,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk_aug,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,AUGMENTED_EXACT_TARGET,,,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h1.pt,Augmented exact target exported in tensor artifact.
mod.blocks.0.attn.h1.C_vo,mod.blocks.0.attn,MultiheadAttention,Attention.head.C_vo,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,SPARSE_OMP_OR_TARGET_MINED,0.5148299336433411,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h1.pt,Attention exact matrix target; primitive fit is approximate.
mod.blocks.0.attn.h1.C_vo_aug,mod.blocks.0.attn,MultiheadAttention,Attention.head.C_vo_aug,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,AUGMENTED_EXACT_TARGET,,,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h1.pt,Augmented exact target exported in tensor artifact.
mod.blocks.0.attn.h2.M_qk,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,SPARSE_OMP_OR_TARGET_MINED,0.3959214687347412,PRIMITIVE_EXPLANATION_WEAK,True,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h2.pt,Attention exact matrix target; primitive fit is approximate.
mod.blocks.0.attn.h2.M_qk_aug,mod.blocks.0.attn,MultiheadAttention,Attention.head.M_qk_aug,,attention_exact_matrix_circuit,2.2585140868613962e-07,True,AUGMENTED_EXACT_TARGET,,,False,False,artifacts/latest/part_full_model_matrix_coverage_v1_4_6/attention/mod_blocks_0_attn_h2.pt,Augmented exact target exported in tensor artifact.
