module_name,call_index,module_type,captured_input_shape,captured_output_shape,replay_output_shape,replay_rel_err,accepted,fail_reason,mha_rel_err,pair_bias_norm,attn_mask_source,attn_mask_dtype,key_padding_mask_source,key_padding_mask_dtype,normalized_attn_mask_kind,attention_probs_shape
mod.blocks.0,0,Block,[128x8x128],128x8x128,128x8x128,1.8547520141964924e-07,True,,,,,,,,,
mod.blocks.1.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.429970677070742e-08,True,,,,,,,,,
mod.blocks.1.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.088062499045918e-07,True,,3.088062499045918e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.1.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.068919754578019e-08,True,,,,,,,,,
mod.blocks.1.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.1.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.51960706427235e-08,True,,,,,,,,,
mod.blocks.1.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0815636386496408e-07,True,,,,,,,,,
mod.blocks.1.act,0,GELU,[128x8x512],128x8x512,128x8x512,7.492635489825261e-08,True,,,,,,,,,
mod.blocks.1.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.1.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,9.219593266607262e-08,True,,,,,,,,,
mod.blocks.1.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.206899611361223e-07,True,,,,,,,,,
mod.blocks.1,0,Block,[128x8x128],128x8x128,128x8x128,1.5719315626938624e-07,True,,,,,,,,,
mod.blocks.2.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.632670756014704e-08,True,,,,,,,,,
mod.blocks.2.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.610848011703638e-07,True,,3.610848011703638e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.2.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.472771639844723e-08,True,,,,,,,,,
mod.blocks.2.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.2.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.259821981937421e-08,True,,,,,,,,,
mod.blocks.2.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0719793408497935e-07,True,,,,,,,,,
mod.blocks.2.act,0,GELU,[128x8x512],128x8x512,128x8x512,8.134543350024614e-08,True,,,,,,,,,
mod.blocks.2.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.2.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.86826043711153e-08,True,,,,,,,,,
mod.blocks.2.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.224548782374768e-07,True,,,,,,,,,
mod.blocks.2,0,Block,[128x8x128],128x8x128,128x8x128,1.1028688362557659e-07,True,,,,,,,,,
mod.blocks.3.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.597588418979285e-08,True,,,,,,,,,
mod.blocks.3.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.4853664487854985e-07,True,,3.4853664487854985e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.3.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.471739931792399e-08,True,,,,,,,,,
mod.blocks.3.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.3.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.479047153286956e-08,True,,,,,,,,,
mod.blocks.3.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.1092285490121867e-07,True,,,,,,,,,
mod.blocks.3.act,0,GELU,[128x8x512],128x8x512,128x8x512,8.805849915916042e-08,True,,,,,,,,,
mod.blocks.3.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.3.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.95114951049436e-08,True,,,,,,,,,
mod.blocks.3.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.182736895088965e-07,True,,,,,,,,,
mod.blocks.3,0,Block,[128x8x128],128x8x128,128x8x128,1.1738132599248274e-07,True,,,,,,,,,
mod.blocks.4.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,9.060527617066327e-08,True,,,,,,,,,
mod.blocks.4.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.474266918601643e-07,True,,3.474266918601643e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.4.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.399742768006035e-08,True,,,,,,,,,
mod.blocks.4.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.4.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.359381098443919e-08,True,,,,,,,,,
mod.blocks.4.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0982397213865625e-07,True,,,,,,,,,
mod.blocks.4.act,0,GELU,[128x8x512],128x8x512,128x8x512,9.612971041406126e-08,True,,,,,,,,,
mod.blocks.4.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.4.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.545881513555287e-08,True,,,,,,,,,
mod.blocks.4.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.238152833593631e-07,True,,,,,,,,,
mod.blocks.4,0,Block,[128x8x128],128x8x128,128x8x128,1.0361636526567963e-07,True,,,,,,,,,
mod.blocks.5.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.42495850861269e-08,True,,,,,,,,,
mod.blocks.5.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.202839025107096e-07,True,,3.202839025107096e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.5.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.830230768808178e-08,True,,,,,,,,,
mod.blocks.5.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.5.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.884574498324582e-08,True,,,,,,,,,
mod.blocks.5.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0840516040389048e-07,True,,,,,,,,,
mod.blocks.5.act,0,GELU,[128x8x512],128x8x512,128x8x512,1.0601650046737632e-07,True,,,,,,,,,
mod.blocks.5.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.5.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.525729100483659e-08,True,,,,,,,,,
mod.blocks.5.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.1611594885607701e-07,True,,,,,,,,,
mod.blocks.5,0,Block,[128x8x128],128x8x128,128x8x128,9.00422207905649e-08,True,,,,,,,,,
mod.blocks.6.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.923399974491986e-08,True,,,,,,,,,
mod.blocks.6.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,3.2349061029890436e-07,True,,3.2349061029890436e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.6.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.200691326010201e-08,True,,,,,,,,,
mod.blocks.6.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.6.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,7.927199163759724e-08,True,,,,,,,,,
mod.blocks.6.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0708652098401217e-07,True,,,,,,,,,
mod.blocks.6.act,0,GELU,[128x8x512],128x8x512,128x8x512,1.1214093831313221e-07,True,,,,,,,,,
mod.blocks.6.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.6.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.242339077924044e-08,True,,,,,,,,,
mod.blocks.6.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.1760344875710871e-07,True,,,,,,,,,
mod.blocks.6,0,Block,[128x8x128],128x8x128,128x8x128,8.989228916789216e-08,True,,,,,,,,,
mod.blocks.7.pre_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,9.178275917065548e-08,True,,,,,,,,,
mod.blocks.7.attn,0,MultiheadAttention,"[128x8x128,128x8x128,128x8x128]","[128x8x128,8x128x128]",128x8x128,2.8633982651626866e-07,True,,2.8633982651626866e-07,7322.5400390625,kwargs,torch.float32,kwargs,torch.bool,torch.float32,"(8, 8, 128, 128)"
mod.blocks.7.post_attn_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.368974135919416e-08,True,,,,,,,,,
mod.blocks.7.dropout,0,Dropout,[128x8x128],128x8x128,128x8x128,0.0,True,,,,,,,,,
mod.blocks.7.pre_fc_norm,0,LayerNorm,[128x8x128],128x8x128,128x8x128,8.61700897303308e-08,True,,,,,,,,,
mod.blocks.7.fc1,0,Linear,[128x8x128],128x8x512,128x8x512,1.0683521622922854e-07,True,,,,,,,,,
mod.blocks.7.act,0,GELU,[128x8x512],128x8x512,128x8x512,1.1660046794759182e-07,True,,,,,,,,,
mod.blocks.7.act_dropout,0,Dropout,[128x8x512],128x8x512,128x8x512,0.0,True,,,,,,,,,
mod.blocks.7.post_fc_norm,0,LayerNorm,[128x8x512],128x8x512,128x8x512,8.214743019152593e-08,True,,,,,,,,,
mod.blocks.7.fc2,0,Linear,[128x8x512],128x8x128,128x8x128,1.103774280863945e-07,True,,,,,,,,,
mod.blocks.7,0,Block,[128x8x128],128x8x128,128x8x128,9.55887742293271e-08,True,,,,,,,,,
mod.cls_blocks.0.pre_attn_norm,0,LayerNorm,[129x8x128],129x8x128,129x8x128,8.853009347831176e-08,True,,,,,,,,,
mod.cls_blocks.0.attn,0,MultiheadAttention,"[1x8x128,129x8x128,129x8x128]","[1x8x128,8x1x129]",1x8x128,1.7761605874966335e-07,True,,1.7761605874966335e-07,0.0,none,none,kwargs,torch.bool,none,"(8, 8, 1, 129)"
mod.cls_blocks.0.post_attn_norm,0,LayerNorm,[1x8x128],1x8x128,1x8x128,8.267611661949559e-08,True,,,,,,,,,
mod.cls_blocks.0.dropout,0,Dropout,[1x8x128],1x8x128,1x8x128,0.0,True,,,,,,,,,
mod.cls_blocks.0.pre_fc_norm,0,LayerNorm,[1x8x128],1x8x128,1x8x128,8.141853413690114e-08,True,,,,,,,,,
mod.cls_blocks.0.fc1,0,Linear,[1x8x128],1x8x512,1x8x512,1.7321400491709937e-07,True,,,,,,,,,
mod.cls_blocks.0.act,0,GELU,[1x8x512],1x8x512,1x8x512,1.1403717081748255e-08,True,,,,,,,,,
mod.cls_blocks.0.act_dropout,0,Dropout,[1x8x512],1x8x512,1x8x512,0.0,True,,,,,,,,,
mod.cls_blocks.0.post_fc_norm,0,LayerNorm,[1x8x512],1x8x512,1x8x512,9.413161450311236e-08,True,,,,,,,,,
mod.cls_blocks.0.fc2,0,Linear,[1x8x512],1x8x128,1x8x128,2.868467845473788e-07,True,,,,,,,,,
mod.cls_blocks.0,0,Block,[128x8x128],1x8x128,1x8x128,3.2778609693195904e-07,True,,,,,,,,,
mod.cls_blocks.1.pre_attn_norm,0,LayerNorm,[129x8x128],129x8x128,129x8x128,8.685501029503939e-08,True,,,,,,,,,
mod.cls_blocks.1.attn,0,MultiheadAttention,"[1x8x128,129x8x128,129x8x128]","[1x8x128,8x1x129]",1x8x128,1.271155127824386e-07,True,,1.271155127824386e-07,0.0,none,none,kwargs,torch.bool,none,"(8, 8, 1, 129)"
mod.cls_blocks.1.post_attn_norm,0,LayerNorm,[1x8x128],1x8x128,1x8x128,9.974540660095954e-08,True,,,,,,,,,
mod.cls_blocks.1.dropout,0,Dropout,[1x8x128],1x8x128,1x8x128,0.0,True,,,,,,,,,
mod.cls_blocks.1.pre_fc_norm,0,LayerNorm,[1x8x128],1x8x128,1x8x128,9.474920403818032e-08,True,,,,,,,,,
mod.cls_blocks.1.fc1,0,Linear,[1x8x128],1x8x512,1x8x512,1.68635381214699e-07,True,,,,,,,,,
mod.cls_blocks.1.act,0,GELU,[1x8x512],1x8x512,1x8x512,3.2005619488018056e-08,True,,,,,,,,,
mod.cls_blocks.1.act_dropout,0,Dropout,[1x8x512],1x8x512,1x8x512,0.0,True,,,,,,,,,
mod.cls_blocks.1.post_fc_norm,0,LayerNorm,[1x8x512],1x8x512,1x8x512,8.589823607962899e-08,True,,,,,,,,,
mod.cls_blocks.1.fc2,0,Linear,[1x8x512],1x8x128,1x8x128,2.3074079535945202e-07,True,,,,,,,,,
mod.cls_blocks.1,0,Block,[128x8x128],1x8x128,1x8x128,1.2457599041226786e-07,True,,,,,,,,,
mod.norm,0,LayerNorm,[1x8x128],1x8x128,1x8x128,8.487062785889066e-08,True,,,,,,,,,
mod.fc.0,0,Linear,[8x128],8x10,8x10,1.8038177529433597e-07,True,,,,,,,,,
mod.fc,0,Sequential,[8x128],8x10,8x10,1.8038177529433597e-07,True,,,,,,,,,
mod,0,ParticleTransformer,[8x13x128],8x10,8x10,3.528458591972594e-07,True,,,,,,,,,
